scaffold,start,end,mid,sites,pi_roumanicus,pi_europaeus,pi_concolor,dxy_roumanicus_europaeus,dxy_roumanicus_concolor,dxy_europaeus_concolor,Fst_roumanicus_europaeus,Fst_roumanicus_concolor,Fst_europaeus_concolor
NW_006804201.1,18951,2719052,1224570,122,0.0575,0.0938,0.0773,0.3938,0.1723,0.3976,0.6835,0.3581,0.5815
NW_006804202.1,56726,2158581,1179588,132,0.0771,0.1033,0.1009,0.3927,0.22,0.3572,0.6287,0.3433,0.4975
NW_006804204.1,8528,2633654,1236080,138,0.0583,0.0617,0.0855,0.4753,0.2805,0.4418,0.7738,0.5166,0.6834
NW_006804206.1,31080,2094120,1108428,118,0.0486,0.1104,0.1036,0.4039,0.1996,0.3909,0.683,0.4038,0.5101
NW_006804207.1,12208,3291141,1832291,121,0.061,0.0749,0.0682,0.4209,0.2725,0.4057,0.7224,0.521,0.6454
NW_006804208.1,13612,2230052,1165395,127,0.06,0.0945,0.0659,0.4443,0.2018,0.4234,0.7086,0.4255,0.6111
NW_006804209.1,13998,2816151,1559946,122,0.065,0.0762,0.1057,0.3773,0.235,0.4064,0.6841,0.4005,0.5996
NW_006804212.1,82461,2405214,1170545,110,0.052,0.0941,0.0531,0.382,0.2221,0.3938,0.6866,0.5145,0.6049
NW_006804214.1,34268,2042202,1030498,113,0.0749,0.0887,0.0639,0.4352,0.1982,0.4599,0.6832,0.3665,0.6502
NW_006804215.1,25172,3131329,1621755,131,0.0575,0.0839,0.0743,0.3787,0.1919,0.3986,0.689,0.4034,0.6101
NW_006804216.1,5227,1933692,892148,104,0.0364,0.0781,0.0849,0.4169,0.2293,0.4321,0.7675,0.5444,0.636
NW_006804217.1,54917,2590420,1344025,139,0.056,0.1123,0.0686,0.433,0.2032,0.4298,0.6842,0.4401,0.5728
NW_006804221.1,69775,2429184,1330580,132,0.0639,0.0817,0.0701,0.315,0.2117,0.329,0.6257,0.4205,0.5618
NW_006804222.1,9675,2747449,1337538,137,0.0582,0.1025,0.0505,0.4486,0.1865,0.4603,0.7032,0.4324,0.6326
NW_006804223.1,38028,2568369,1227655,138,0.0742,0.0736,0.0947,0.4208,0.2617,0.4031,0.6976,0.4251,0.616
NW_006804224.1,21475,2305881,1134299,130,0.0556,0.1063,0.1006,0.3215,0.2197,0.4165,0.6074,0.4173,0.5434
NW_006804226.1,21922,2399334,1085716,121,0.0708,0.08,0.0685,0.4762,0.1974,0.4302,0.7254,0.3723,0.6479
NW_006804227.1,73069,2612393,1382732,144,0.0936,0.1132,0.1008,0.3613,0.3052,0.3608,0.5549,0.4167,0.4791
NW_006804228.1,38662,2664313,1304723,136,0.062,0.0947,0.0689,0.4665,0.236,0.4397,0.7166,0.4678,0.6184
NW_006804229.1,5037,2783212,1489249,123,0.062,0.1138,0.0436,0.4646,0.1608,0.3817,0.6897,0.3766,0.5588
NW_006804231.1,50568,2543881,1325719,119,0.0739,0.1144,0.0929,0.4034,0.1819,0.4197,0.6268,0.293,0.5367
NW_006804233.1,15374,2730684,1371003,121,0.0777,0.0884,0.0935,0.4513,0.222,0.4017,0.688,0.355,0.5797
NW_006804234.1,188,2427381,1257665,109,0.0977,0.0622,0.0888,0.4256,0.2831,0.3592,0.6717,0.3926,0.6203
NW_006804235.1,24128,2810908,1545799,125,0.0635,0.0719,0.0974,0.4361,0.295,0.4423,0.7301,0.4992,0.6443
NW_006804236.1,50403,2724439,1327712,110,0.0634,0.0561,0.0541,0.4457,0.2694,0.4187,0.7586,0.5278,0.7228
NW_006804241.1,43815,2528802,1264639,134,0.1007,0.0752,0.0855,0.3977,0.2485,0.3611,0.6279,0.3419,0.5893
NW_006804245.1,2380,2795854,1413545,105,0.0514,0.0759,0.0649,0.4788,0.2217,0.4615,0.7686,0.4969,0.6809
NW_006804247.1,22954,2575424,1364063,129,0.0557,0.0523,0.0638,0.6172,0.2526,0.4708,0.8362,0.5236,0.7482
NW_006804248.1,14831,2196485,1069046,123,0.0535,0.1043,0.089,0.4425,0.2495,0.4217,0.7061,0.49,0.5635
NW_006804249.1,18471,1959458,1072874,117,0.0574,0.0684,0.0919,0.4158,0.24,0.4164,0.737,0.4565,0.6423
NW_006804250.1,13484,2019886,1007962,109,0.059,0.085,0.0795,0.4421,0.2592,0.4485,0.723,0.4956,0.6358
NW_006804252.1,43184,2246903,1175650,128,0.0545,0.0791,0.1162,0.4783,0.2551,0.4689,0.7578,0.4531,0.6246
NW_006804253.1,54765,2347749,1275729,117,0.1126,0.0837,0.0907,0.366,0.3076,0.3266,0.5667,0.3833,0.5273
NW_006804260.1,31435,2384816,1188238,120,0.0885,0.091,0.1101,0.3691,0.2848,0.4185,0.6053,0.3949,0.5687
NW_006804262.1,11142,2207354,1113814,114,0.0608,0.0798,0.0796,0.5024,0.2724,0.4814,0.7557,0.5055,0.6673
NW_006804265.1,6666,2178951,1191238,106,0.0951,0.0626,0.0893,0.3845,0.2923,0.3198,0.6478,0.4102,0.5826
NW_006804270.1,9506,2299977,1246833,120,0.0527,0.0967,0.0811,0.3885,0.2337,0.376,0.6855,0.4826,0.5526
NW_006804276.1,9780,2539340,1164345,119,0.0562,0.0816,0.0433,0.5111,0.1968,0.4712,0.7652,0.4722,0.6947
NW_006804278.1,26225,2053620,1001327,134,0.0614,0.1137,0.0703,0.3142,0.187,0.2919,0.5734,0.3851,0.4379
NW_006804279.1,1095,2390072,1160988,133,0.0643,0.0951,0.083,0.4203,0.2439,0.4128,0.6851,0.4497,0.5838
NW_006804282.1,19960,2528331,1211874,124,0.0347,0.1059,0.0825,0.4501,0.2057,0.4978,0.7447,0.5202,0.6172
NW_006804301.1,35035,2380008,1208242,107,0.0521,0.0758,0.0768,0.4595,0.1754,0.4201,0.7587,0.3883,0.643
NW_006804302.1,1522,2059007,1007110,124,0.0621,0.1243,0.0875,0.4708,0.1755,0.4296,0.6791,0.3288,0.5294
NW_006804304.1,10916,2097553,1086146,132,0.0676,0.1269,0.1155,0.3207,0.2809,0.3755,0.5442,0.4449,0.4497
NW_006804305.1,18829,1881836,1003246,116,0.0467,0.0909,0.0818,0.4705,0.2504,0.4445,0.7526,0.5309,0.617
NW_006804312.1,12735,2265971,1215604,116,0.0517,0.0774,0.0844,0.4617,0.2895,0.4225,0.7582,0.5539,0.6319
NW_006804319.1,8533,2446713,1336113,120,0.0453,0.0987,0.0677,0.4306,0.2429,0.4177,0.7236,0.5498,0.5952
NW_006804321.1,13451,2207002,934456,105,0.0333,0.0799,0.0663,0.4859,0.1652,0.4564,0.8007,0.4853,0.6666
NW_006804324.1,34852,1671450,848760,119,0.0483,0.0761,0.0808,0.4092,0.2217,0.4208,0.7407,0.4839,0.6382
NW_006804327.1,11709,2154053,1092232,119,0.0432,0.1009,0.0526,0.3485,0.233,0.3666,0.67,0.5729,0.567
NW_006804331.1,28510,2087025,972372,103,0.0503,0.0902,0.0748,0.4287,0.2619,0.5099,0.7254,0.5413,0.6639
NW_006804332.1,2350,2049271,985109,131,0.0669,0.0865,0.092,0.3582,0.2404,0.3962,0.6487,0.4222,0.5817
NW_006804336.1,94110,1953334,1072126,112,0.0497,0.0815,0.0713,0.5146,0.2076,0.5105,0.7786,0.4708,0.687
NW_006804340.1,17891,2070928,1064991,100,0.0254,0.114,0.0615,0.4954,0.2269,0.4685,0.7719,0.6475,0.6023
NW_006804343.1,119038,2484593,1245021,98,0.0613,0.0754,0.0716,0.4277,0.1707,0.4825,0.7249,0.3498,0.6866
NW_006804352.1,9279,2159224,970996,120,0.0694,0.0922,0.0795,0.3869,0.1734,0.4039,0.6563,0.3112,0.5878
NW_006804354.1,45910,1890878,981271,104,0.0589,0.0941,0.091,0.4339,0.3153,0.3926,0.7053,0.5457,0.5614
NW_006804360.1,5227,1895366,915079,125,0.0501,0.1003,0.0837,0.452,0.1618,0.4506,0.7235,0.3527,0.5981
NW_006804367.1,6698,1915434,1028611,117,0.0398,0.1002,0.0814,0.3798,0.2212,0.3938,0.702,0.5217,0.5589
NW_006804369.1,19614,2035570,1051580,111,0.0603,0.0956,0.1092,0.3652,0.2222,0.3965,0.6537,0.3902,0.5416
NW_006804372.1,36333,1702219,753431,102,0.086,0.0849,0.0685,0.4,0.2392,0.3434,0.6438,0.3905,0.5685
NW_006804387.1,17608,1943949,964761,101,0.0576,0.1184,0.07,0.4129,0.1784,0.414,0.6591,0.384,0.5466
NW_006804475.1,12422,1513150,801704,105,0.0807,0.0906,0.0732,0.3581,0.3164,0.3804,0.6124,0.4969,0.5802
