#Locus	GC%
loc236128	0.4718
loc446490	0.4523
loc705683	0.4925
loc573996	0.3798
loc158006	0.5340
loc545556	0.5315
loc364489	0.4770
loc220495	0.4757
loc757163	0.4232
loc440416	0.4808
loc156769	0.5667
loc419840	0.4981
loc337837	0.4641
loc368373	0.4786
loc181225	0.5408
loc71082	0.4812
loc405441	0.4398
loc653802	0.5463
loc85484	0.4250
loc684340	0.5169
loc355758	0.4997
loc631087	0.4290
loc405446	0.4901
loc535048	0.5619
loc39136	0.4438
loc505371	0.3689
loc878036	0.4727
loc363161	0.4932
loc427250	0.5525
loc661211	0.5352
loc526317	0.4943
loc168061	0.5427
loc350547	0.5614
loc481929	0.5695
loc116589	0.6140
loc377569	0.3817
loc80278	0.6194
loc445174	0.4965
loc106070	0.5218
loc446956	0.5126
loc141048	0.5269
loc563937	0.4846
loc220958	0.4554
loc418521	0.4922
loc757628	0.5387
loc127015	0.5156
loc679504	0.5455
loc789946	0.5677
loc106078	0.5192
loc684803	0.5257
loc405907	0.4513
loc125776	0.5545
loc609192	0.5598
loc305064	0.3422
loc871596	0.5339
loc809960	0.4611
loc648055	0.5038
loc406772	0.4570
loc232245	0.3863
loc299900	0.5483
loc427713	0.4416
loc406775	0.4883
loc820024	0.5674
loc367511	0.3807
loc152893	0.5407
loc124455	0.5406
loc241435	0.5805
loc241437	0.5477
loc849695	0.5855
loc449526	0.4304
loc552107	0.5329
loc499761	0.4700
loc453046	0.5298
loc874155	0.4613
loc453048	0.5519
loc757177	0.4761
loc373682	0.5284
loc796034	0.5896
loc232706	0.4802
loc698751	0.5259
loc634119	0.5452
loc295561	0.5053
loc703506	0.5568
loc671735	0.4658
loc58842	0.5497
loc167206	0.4876
loc698757	0.5871
loc638005	0.4655
loc423379	0.6327
loc282947	0.5265
loc830089	0.4112
loc519784	0.5225
loc83304	0.5429
loc448201	0.5066
loc414642	0.6031
loc246195	0.3599
loc142830	0.4709
loc123135	0.5001
loc459580	0.6240
loc116597	0.4899
loc83309	0.4741
loc94688	0.4984
loc853671	0.5517
loc453504	0.4374
loc757633	0.5012
loc168079	0.5107
loc860215	0.3803
loc206928	0.5266
loc676490	0.4816
loc683030	0.5378
loc106087	0.5586
loc367069	0.5430
loc177260	0.4382
loc839645	0.4613
loc676495	0.5250
loc159346	0.3941
loc812627	0.5010
loc404139	0.4739
loc617523	0.4995
loc734507	0.4925
loc669003	0.4206
loc475317	0.5331
loc752426	0.5655
loc480614	0.5802
loc201719	0.5554
loc667764	0.5246
loc809977	0.4707
loc539408	0.5279
loc282490	0.4583
loc136217	0.5328
loc575242	0.4686
loc395955	0.5507
loc879371	0.4842
loc653368	0.5081
loc530307	0.5102
loc866753	0.5673
loc298137	0.3809
loc199074	0.5281
loc593163	0.5002
loc314269	0.5573
loc296898	0.5538
loc852358	0.3766
loc223525	0.4110
loc223529	0.5056
loc559974	0.5083
loc286382	0.5217
loc644639	0.5321
loc440430	0.3980
loc825707	0.4944
loc616202	0.4254
loc219092	0.5063
loc875941	0.5311
loc757181	0.5324
loc598833	0.5459
loc765501	0.5281
loc861543	0.5638
loc648522	0.4427
loc337855	0.4666
loc874164	0.5057
loc54964	0.5789
loc627585	0.4577
loc666441	0.4059
loc536841	0.5176
loc874168	0.4746
loc550885	0.6393
loc362316	0.5875
loc826573	0.4193
loc709593	0.4981
loc419865	0.5621
loc405466	0.5416
loc671743	0.4499
loc57073	0.4828
loc431705	0.5541
loc716138	0.4778
loc199534	0.5012
loc508415	0.5190
loc643312	0.5208
loc215665	0.3644
loc332645	0.4435
loc80290	0.4112
loc103983	0.6529
loc643315	0.5022
loc76778	0.5972
loc427274	0.5147
loc318613	0.5599
loc285063	0.5551
loc141064	0.5152
loc792617	0.4184
loc329998	0.4466
loc445199	0.5091
loc580097	0.5209
loc244016	0.5856
loc106097	0.5258
loc782105	0.3843
loc393314	0.5352
loc652507	0.5547
loc540823	0.5505
loc422063	0.4824
loc766830	0.3931
loc587006	0.4935
loc201723	0.5068
loc324785	0.4966
loc875495	0.5874
loc844959	0.5718
loc75455	0.4443
loc182579	0.4234
loc136225	0.5316
loc48806	0.5358
loc299929	0.5104
loc106554	0.5462
loc463576	0.5637
loc255851	0.5633
loc689580	0.4478
loc159811	0.4618
loc254076	0.3701
loc158036	0.5176
loc616212	0.5853
loc241458	0.6074
loc156794	0.5929
loc553906	0.4939
loc305546	0.4713
loc124479	0.4998
loc318169	0.5732
loc376722	0.5390
loc389343	0.5193
loc376724	0.6133
loc227429	0.5422
loc394641	0.5833
loc561310	0.5666
loc362327	0.5399
loc812186	0.5208
loc639800	0.5352
loc755002	0.4842
loc604464	0.6162
loc172526	0.4663
loc625406	0.6352
loc137550	0.4864
loc364972	0.4764
loc110532	0.5926
loc332657	0.4403
loc774706	0.5489
loc448221	0.4921
loc435602	0.4264
loc421202	0.3824
loc241915	0.5414
loc384136	0.5511
loc371518	0.3536
loc874630	0.5798
loc435606	0.5313
loc446986	0.5492
loc286859	0.6253
loc853696	0.5235
loc652510	0.5315
loc187796	0.5145
loc92512	0.4833
loc237485	0.6339
loc757658	0.4282
loc631574	0.5550
loc368867	0.5411
loc683051	0.4503
loc587010	0.5603
loc793494	0.5010
loc57540	0.3798
loc603144	0.5625
loc716609	0.3787
loc504082	0.4408
loc480630	0.5492
loc177288	0.4351
loc253210	0.5056
loc640762	0.5473
loc400721	0.5144
loc427743	0.4655
loc882049	0.5004
loc134993	0.5998
loc607034	0.4402
loc704857	0.5696
loc639352	0.4391
loc47036	0.4705
loc333981	0.5832
loc354920	0.6608
loc272918	0.5953
loc314286	0.4779
loc353141	0.5007
loc445667	0.4532
loc354924	0.5527
loc385460	0.5945
loc593187	0.5634
loc870297	0.4944
loc254086	0.5259
loc440450	0.5014
loc436935	0.5225
loc545598	0.5555
loc877205	0.4648
loc150728	0.4399
loc214815	0.5179
loc227435	0.3762
loc731965	0.5900
loc600586	0.5018
loc517165	0.4843
loc277670	0.5036
loc783443	0.4206
loc687402	0.4883
loc439043	0.5599
loc410780	0.3779
loc808677	0.5350
loc389357	0.4198
loc703533	0.5460
loc673006	0.5098
loc133676	0.5657
loc439048	0.5228
loc222221	0.4660
loc190450	0.5130
loc154618	0.6099
loc636791	0.5148
loc154619	0.6103
loc165997	0.4525
loc359684	0.3477
loc332665	0.5429
loc753774	0.5948
loc366227	0.5500
loc760316	0.5328
loc267165	0.5710
loc531654	0.4829
loc371527	0.5679
loc453532	0.4865
loc240149	0.6061
loc336552	0.5593
loc725345	0.4658
loc169887	0.4115
loc693576	0.5245
loc739748	0.4560
loc142869	0.5044
loc498474	0.4900
loc825274	0.5350
loc439505	0.5649
loc846216	0.4533
loc780890	0.5900
loc865914	0.3488
loc779470	0.5118
loc669030	0.4466
loc560007	0.4861
loc326047	0.4005
loc843197	0.5032
loc727997	0.5010
loc830579	0.4348
loc82014	0.5017
loc797391	0.6026
loc604939	0.5756
loc661712	0.5376
loc182599	0.4976
loc770377	0.5372
loc596211	0.5850
loc596212	0.5132
loc509762	0.5019
loc299948	0.5204
loc866785	0.5356
loc333997	0.4703
loc127518	0.5142
loc91208	0.4865
loc788669	0.5063
loc475800	0.4436
loc456104	0.5166
loc811338	0.5646
loc566548	0.4738
loc517172	0.5477
loc456108	0.4619
loc874194	0.4822
loc518953	0.5224
loc461406	0.4700
loc405490	0.5359
loc177759	0.5590
loc861577	0.4497
loc474028	0.4904
loc389364	0.5527
loc380260	0.5106
loc815225	0.4405
loc115766	0.5130
loc621539	0.5209
loc405496	0.4923
loc783458	0.6076
loc353610	0.6796
loc410796	0.5460
loc271608	0.5158
loc692717	0.3967
loc222235	0.5105
loc878089	0.4784
loc852849	0.4716
loc288111	0.5436
loc544281	0.4001
loc403304	0.5110
loc222237	0.4217
loc661262	0.5721
loc435625	0.4356
loc403309	0.5078
loc810018	0.4870
loc837039	0.5908
loc66292	0.4791
loc579629	0.3753
loc467945	0.5219
loc48379	0.4950
loc764215	0.5445
loc322168	0.4930
loc761193	0.3392
loc146762	0.5169
loc521156	0.5961
loc548177	0.4615
loc846225	0.5327
loc748941	0.4353
loc683074	0.4581
loc645999	0.5211
loc276366	0.5247
loc235310	0.4617
loc64103	0.4373
loc588817	0.4429
loc786022	0.4677
loc592335	0.4031
loc441797	0.5612
loc370211	0.4175
loc434300	0.5407
loc841010	0.5744
loc235319	0.5810
loc299951	0.4473
loc791324	0.5186
loc770385	0.5284
loc62869	0.5866
loc267636	0.6074
loc431282	0.5292
loc189513	0.5361
loc186491	0.5300
loc431284	0.4970
loc322623	0.5296
loc661729	0.4656
loc431285	0.4872
loc335244	0.5466
loc154177	0.5887
loc834478	0.5229
loc191793	0.5877
loc527693	0.5220
loc114906	0.5722
loc255885	0.4185
loc864601	0.5258
loc665619	0.6127
loc227450	0.5540
loc793977	0.5697
loc570073	0.5229
loc648562	0.4232
loc856288	0.5035
loc518963	0.4990
loc850208	0.4057
loc454879	0.5165
loc426441	0.4918
loc309461	0.4390
loc687423	0.6045
loc140233	0.4327
loc847554	0.4428
loc465301	0.5003
loc92089	0.4614
loc833157	0.5297
loc878095	0.5475
loc703559	0.5269
loc51034	0.5130
loc870773	0.4655
loc241942	0.5978
loc119667	0.4641
loc579632	0.2951
loc616700	0.5313
loc286882	0.5470
loc837046	0.5608
loc552616	0.4375
loc696618	0.5122
loc743283	0.5561
loc56706	0.4741
loc569117	0.5457
loc128854	0.4767
loc389834	0.5910
loc245835	0.4595
loc375436	0.4479
loc127078	0.4121
loc783927	0.4926
loc203001	0.4264
loc167715	0.5037
loc425128	0.4994
loc507133	0.4189
loc203005	0.5945
loc352301	0.5073
loc882071	0.5004
loc865935	0.4981
loc82030	0.5788
loc656430	0.5319
loc567888	0.4635
loc540868	0.5265
loc300827	0.4985
loc865936	0.5596
loc878557	0.5932
loc171238	0.5239
loc345767	0.5591
loc448710	0.4701
loc427771	0.4348
loc816564	0.5074
loc82039	0.4197
loc704883	0.4574
loc349650	0.5173
loc370228	0.6334
loc80798	0.5178
loc859300	0.4671
loc777301	0.5282
loc290863	0.5652
loc630281	0.4486
loc388512	0.4386
loc257132	0.5207
loc633305	0.5840
loc354955	0.4453
loc52368	0.4956
loc838372	0.4912
loc799100	0.5485
loc503709	0.5252
loc498958	0.5001
loc457900	0.3574
loc177771	0.4822
loc697945	0.5758
loc598881	0.5305
loc696166	0.4902
loc443506	0.4636
loc275059	0.4733
loc793989	0.4522
loc316002	0.4393
loc312127	0.4973
loc603637	0.3904
loc778175	0.5510
loc310888	0.5047
loc358848	0.3852
loc92093	0.6111
loc648577	0.5366
loc653874	0.5880
loc655119	0.6357
loc802628	0.4768
loc300373	0.5716
loc431754	0.4255
loc380287	0.5266
loc172564	0.4421
loc298648	0.6273
loc625445	0.4369
loc873807	0.4939
loc261110	0.5242
loc852869	0.4995
loc629323	0.4494
loc144131	0.5165
loc289911	0.5351
loc105277	0.4654
loc289913	0.5028
loc811815	0.5680
loc803496	0.4918
loc421243	0.5201
loc584940	0.5557
loc142893	0.5460
loc838837	0.4831
loc176453	0.5643
loc874671	0.5608
loc286896	0.5110
loc602316	0.5987
loc128860	0.4952
loc856758	0.6100
loc389841	0.4606
loc860275	0.5588
loc549971	0.4853
loc768111	0.4688
loc812681	0.5525
loc548193	0.6284
loc388065	0.5710
loc439533	0.5776
loc815706	0.5205
loc865940	0.4625
loc587053	0.5396
loc549979	0.5101
loc78523	0.5485
loc766881	0.4856
loc628001	0.5716
loc565700	0.5181
loc51509	0.5827
loc228798	0.5345
loc402004	0.5121
loc530362	0.4782
loc816577	0.4542
loc526849	0.4938
loc565706	0.5310
loc497180	0.4596
loc155977	0.5961
loc869837	0.5571
loc438204	0.5148
loc299978	0.5635
loc562688	0.5319
loc417272	0.6714
loc756379	0.5504
loc503719	0.5624
loc117022	0.5484
loc305593	0.5449
loc159865	0.4049
loc375909	0.6348
loc200450	0.3905
loc56264	0.6760
loc213073	0.4638
loc655121	0.5102
loc752943	0.5474
loc376773	0.5703
loc389393	0.5789
loc783482	0.5647
loc584499	0.4237
loc802634	0.3918
loc75967	0.4906
loc380292	0.4889
loc79850	0.4776
loc660428	0.5760
loc868517	0.5959
loc431769	0.4965
loc873819	0.5541
loc83375	0.5237
loc678714	0.5067
loc593688	0.5357
loc243206	0.5003
loc806527	0.4868
loc643376	0.5858
loc261123	0.4825
loc811824	0.4906
loc70758	0.4289
loc534717	0.5823
loc144145	0.6055
loc466191	0.4222
loc881221	0.5167
loc435658	0.4939
loc549982	0.4042
loc128874	0.5335
loc426923	0.4934
loc587064	0.5925
loc345780	0.5403
loc625912	0.5106
loc741115	0.4851
loc816581	0.5311
loc706137	0.5689
loc622894	0.4963
loc157217	0.4841
loc603199	0.4906
loc83835	0.3267
loc741119	0.6248
loc421710	0.5012
loc175141	0.5450
loc525079	0.4997
loc69802	0.5399
loc692296	0.5699
loc868069	0.5002
loc226616	0.5340
loc411203	0.5165
loc665645	0.4867
loc159873	0.5342
loc719210	0.5886
loc330060	0.4974
loc603653	0.3556
loc330061	0.4737
loc213081	0.5603
loc850235	0.4292
loc729739	0.5286
loc525530	0.5478
loc422588	0.5796
loc96911	0.4911
loc843697	0.5216
loc96912	0.4064
loc379804	0.6417
loc474066	0.6044
loc383324	0.4542
loc376785	0.5728
loc790033	0.5977
loc383325	0.4797
loc819143	0.4859
loc659015	0.5307
loc300392	0.4076
loc774760	0.5637
loc760363	0.5571
loc261130	0.5226
loc208235	0.5205
loc222277	0.4833
loc838854	0.5301
loc288155	0.3896
loc183010	0.5072
loc403347	0.4635
loc213542	0.5188
loc682249	0.4997
loc375460	0.5126
loc330526	0.4902
loc100082	0.5297
loc231464	0.5330
loc361067	0.4182
loc167743	0.5322
loc327871	0.5770
loc439557	0.5235
loc122809	0.5531
loc673519	0.4715
loc185663	0.4629
loc429035	0.5177
loc348815	0.4879
loc78544	0.5027
loc171265	0.5479
loc96461	0.5243
loc638545	0.5446
loc185667	0.3412
loc366735	0.4870
loc525084	0.5703
loc711452	0.4893
loc155993	0.5497
loc397277	0.5860
loc869854	0.6226
loc288618	0.5221
loc69814	0.5568
loc180451	0.4866
loc87733	0.5414
loc806081	0.4488
loc257161	0.5874
loc73334	0.4597
loc607099	0.5218
loc349688	0.4148
loc66797	0.5462
loc473208	0.5756
loc620719	0.6578
loc456150	0.4644
loc117042	0.5738
loc257169	0.4682
loc475851	0.5391
loc312156	0.4555
loc573137	0.4829
loc877266	0.3860
loc474074	0.4734
loc200474	0.3326
loc624606	0.4123
loc616288	0.5722
loc475856	0.4356
loc556080	0.6133
loc213097	0.5317
loc673061	0.6362
loc383333	0.5759
loc284270	0.4781
loc773907	0.5859
loc61588	0.5604
loc61589	0.5542
loc711913	0.6434
loc612850	0.4613
loc186993	0.4616
loc161218	0.6046
loc52856	0.6101
loc257623	0.5177
loc172597	0.5492
loc79879	0.4733
loc448294	0.4182
loc91719	0.6135
loc810067	0.6035
loc456614	0.4797
loc197422	0.5056
loc403359	0.5037
loc746343	0.3728
loc579676	0.5420
loc453594	0.6578
loc343153	0.4973
loc344933	0.4772
loc867201	0.5059
loc382010	0.4311
loc602348	0.3631
loc881245	0.5101
loc60265	0.4909
loc687921	0.4662
loc100095	0.4830
loc128895	0.4617
loc135436	0.5657
loc252417	0.5960
loc851570	0.4920
loc587083	0.5161
loc508950	0.5076
loc556548	0.4907
loc556549	0.3588
loc543929	0.4853
loc878595	0.4679
loc656470	0.4498
loc643852	0.6933
loc157236	0.5333
loc402031	0.5173
loc421730	0.5295
loc525097	0.4414
loc379369	0.4371
loc868081	0.5579
loc487610	0.5155
loc148502	0.6076
loc384668	0.4282
loc226631	0.5002
loc800004	0.4994
loc335293	0.5352
loc322674	0.4630
loc764722	0.4264
loc278106	0.4696
loc257170	0.3950
loc860764	0.4559
loc814408	0.4733
loc491132	0.5790
loc873386	0.5547
loc686600	0.4584
loc425620	0.4562
loc806094	0.5157
loc132871	0.5581
loc297812	0.4743
loc257179	0.4898
loc131095	0.5700
loc262477	0.4121
loc330082	0.4440
loc297819	0.4991
loc772131	0.4382
loc691908	0.5820
loc64615	0.5960
loc415107	0.4452
loc882574	0.4356
loc882576	0.6829
loc673071	0.4619
loc674853	0.5243
loc108325	0.4456
loc383346	0.5014
loc539959	0.3219
loc426495	0.4515
loc292602	0.5262
loc550015	0.4380
loc854144	0.4548
loc225308	0.4661
loc65482	0.5747
loc612866	0.5308
loc858027	0.6078
loc633808	0.6470
loc506303	0.4861
loc280850	0.5186
loc275557	0.5398
loc881250	0.6170
loc877734	0.5217
loc227964	0.5010
loc330544	0.6253
loc524229	0.4042
loc181797	0.5832
loc92593	0.4375
loc673533	0.4787
loc361086	0.4593
loc457490	0.5655
loc153362	0.5158
loc361089	0.3648
loc687937	0.3743
loc846286	0.4587
loc284749	0.5398
loc496353	0.5135
loc664801	0.4624
loc837550	0.6565
loc274230	0.6050
loc391211	0.4842
loc507189	0.4992
loc397293	0.4704
loc366758	0.5510
loc402046	0.5520
loc794409	0.5124
loc682725	0.4950
loc551345	0.4789
loc873390	0.4012
loc391218	0.5026
loc212242	0.4592
loc114960	0.5353
loc764733	0.3427
loc216120	0.5056
loc212245	0.5965
loc828818	0.5331
loc127582	0.4890
loc452289	0.4456
loc132881	0.3945
loc807886	0.5140
loc764738	0.4267
loc534297	0.5743
loc127589	0.5718
loc378045	0.5994
loc214890	0.5625
loc153826	0.3765
loc871202	0.4324
loc316050	0.5450
loc365434	0.4956
loc758102	0.4104
loc475876	0.4304
loc882585	0.4928
loc433036	0.4267
loc802675	0.5345
loc47570	0.5865
loc841532	0.4736
loc317845	0.5198
loc253758	0.6093
loc175634	0.4980
loc687488	0.5370
loc625491	0.4137
loc434828	0.6334
loc646429	0.5234
loc230620	0.5785
loc854158	0.4384
loc612874	0.4535
loc568306	0.5329
loc438707	0.5304
loc828360	0.5032
loc275565	0.5170
loc126269	0.5023
loc584990	0.4595
loc280862	0.5388
loc200950	0.5125
loc570592	0.5594
loc538635	0.4377
loc152508	0.4894
loc785218	0.5764
loc746366	0.5242
loc584997	0.5410
loc361094	0.3683
loc641226	0.4107
loc872530	0.5503
loc851591	0.4070
loc451423	0.6304
loc64172	0.4883
loc444885	0.5136
loc615430	0.4142
loc595428	0.4542
loc741157	0.4871
loc235385	0.4927
loc249787	0.4936
loc876415	0.4846
loc356243	0.4570
loc196116	0.4789
loc869881	0.5159
loc855481	0.5020
loc628057	0.4941
loc661795	0.4575
loc565754	0.5973
loc279903	0.5348
loc809128	0.5818
loc189585	0.3995
loc279905	0.5253
loc55446	0.4303
loc471991	0.5223
loc212255	0.6323
loc55448	0.5017
loc860786	0.4351
loc452298	0.4543
loc782663	0.6029
loc132892	0.5386
loc619328	0.5896
loc216137	0.6405
loc443562	0.5175
loc308666	0.5362
loc456183	0.4950
loc747692	0.3986
loc538185	0.5482
loc711940	0.5127
loc397765	0.4935
loc122388	0.5241
loc674877	0.5389
loc695819	0.5350
loc711948	0.4987
loc520362	0.4905
loc257658	0.5227
loc781349	0.4662
loc547389	0.5229
loc456644	0.5045
loc378517	0.4418
loc442246	0.5209
loc428205	0.6501
loc316522	0.5944
loc121060	0.5676
loc705317	0.4168
loc577505	0.4228
loc686170	0.5984
loc556570	0.5053
loc170439	0.5037
loc368001	0.5419
loc85110	0.5420
loc108806	0.6031
loc174319	0.4695
loc783997	0.6186
loc303915	0.4545
loc284768	0.5078
loc469712	0.5669
loc68061	0.5671
loc650421	0.5150
loc629842	0.4515
loc745043	0.5158
loc741168	0.5575
loc352376	0.5512
loc781805	0.5511
loc876426	0.5207
loc809133	0.4814
loc842871	0.4276
loc90428	0.4863
loc855493	0.4573
loc519408	0.5789
loc293953	0.5467
loc329600	0.5600
loc746835	0.5520
loc258980	0.5014
loc212264	0.6538
loc842878	0.5818
loc292178	0.5087
loc594102	0.4288
loc296056	0.5069
loc121523	0.5224
loc252904	0.5235
loc388586	0.4311
loc121528	0.5912
loc347528	0.3581
loc415132	0.5571
loc591091	0.5003
loc139806	0.4884
loc184384	0.5578
loc184385	0.5340
loc875100	0.5824
loc741628	0.4615
loc745505	0.5236
loc175652	0.4720
loc868573	0.4204
loc68529	0.5617
loc632045	0.5814
loc271695	0.4563
loc165131	0.5012
loc550049	0.6195
loc212728	0.5186
loc880418	0.4251
loc715841	0.5508
loc690610	0.5158
loc668250	0.4711
loc447910	0.5679
loc456656	0.4825
loc881281	0.4617
loc344974	0.4645
loc122850	0.5054
loc645125	0.4913
loc429082	0.3708
loc790548	0.5156
loc451443	0.5200
loc638592	0.4353
loc455320	0.5848
loc638594	0.5073
loc728916	0.5767
loc876434	0.4882
loc78599	0.5241
loc455327	0.4980
loc682752	0.4315
loc824966	0.5762
loc824967	0.3160
loc416479	0.5455
loc103608	0.5220
loc654318	0.5334
loc55466	0.4424
loc448799	0.4659
loc374190	0.5394
loc197928	0.6055
loc98200	0.5595
loc460638	0.4742
loc750367	0.6247
loc109699	0.4833
loc153850	0.5174
loc153852	0.4973
loc320521	0.5994
loc117094	0.4654
loc850292	0.5233
loc574964	0.5136
loc595909	0.4488
loc203549	0.5514
loc253781	0.4977
loc184399	0.4789
loc646450	0.5122
loc274722	0.4928
loc108363	0.6335
loc868580	0.5704
loc646452	0.5661
loc387260	0.5034
loc724581	0.5110
loc96979	0.5296
loc253787	0.5268
loc438730	0.5817
loc823648	0.5587
loc108369	0.4711
loc699714	0.5525
loc243270	0.5159
loc147229	0.4670
loc806597	0.5502
loc735008	0.5480
loc202216	0.4384
loc651768	0.4083
loc131597	0.6483
loc754709	0.4871
loc822313	0.3909
loc428226	0.5876
loc456668	0.2615
loc265076	0.4783
loc559608	0.4499
loc655653	0.4591
loc302147	0.4633
loc645131	0.6129
loc881298	0.5794
loc529932	0.4781
loc854644	0.5364
loc373324	0.5778
loc645137	0.5282
loc564917	0.4359
loc646918	0.4134
loc303938	0.4814
loc465855	0.4019
loc700124	0.4603
loc650440	0.5015
loc403860	0.5438
loc86925	0.4686
loc222794	0.5555
loc837591	0.4583
loc766003	0.4905
loc741189	0.5600
loc469736	0.5645
loc86929	0.5253
loc781825	0.4654
loc311341	0.5752
loc90448	0.4973
loc823198	0.3495
loc506809	0.4753
loc487663	0.5800
loc325747	0.5234
loc170919	0.5891
loc231984	0.4737
loc333145	0.5439
loc606738	0.4024
loc691952	0.5185
loc702785	0.6457
loc269424	0.5643
loc107508	0.5459
loc429553	0.5309
loc297866	0.3748
loc637279	0.3567
loc125426	0.4557
loc560576	0.4565
loc399027	0.5601
loc574977	0.5783
loc188280	0.5275
loc507685	0.4895
loc875122	0.4668
loc338814	0.5855
loc351075	0.4406
loc523400	0.5033
loc292650	0.5104
loc397799	0.4644
loc278613	0.5964
loc86471	0.4543
loc502471	0.5195
loc424343	0.4366
loc243280	0.5429
loc502474	0.5394
loc858075	0.5290
loc216622	0.4708
loc180978	0.6478
loc229246	0.5775
loc117563	0.4908
loc538672	0.4667
loc184861	0.5230
loc701466	0.5975
loc54601	0.5281
loc433536	0.5784
loc49309	0.5565
loc606287	0.6552
loc383856	0.4066
loc256352	0.6023
loc645145	0.4630
loc627229	0.5460
loc387734	0.4301
loc225818	0.5343
loc348883	0.5258
loc776528	0.5733
loc423023	0.4801
loc360721	0.5362
loc229700	0.5751
loc872575	0.4971
loc72534	0.5583
loc714535	0.5515
loc437427	0.5113
loc741197	0.5275
loc502939	0.4974
loc455347	0.5494
loc785713	0.4587
loc849801	0.5212
loc343673	0.4260
loc197947	0.6541
loc279947	0.4568
loc867723	0.5311
loc55488	0.5402
loc849808	0.4640
loc432216	0.4722
loc821009	0.4707
loc510346	0.4734
loc736347	0.5896
loc645602	0.5831
loc386410	0.5426
loc160408	0.5354
loc464537	0.5844
loc672267	0.5302
loc372018	0.5563
loc690189	0.5525
loc171798	0.5154
loc441405	0.4483
loc143358	0.5942
loc108382	0.4687
loc809624	0.4782
loc758158	0.4595
loc134621	0.4601
loc745539	0.5968
loc695856	0.5403
loc515096	0.4702
loc858080	0.4335
loc659097	0.5648
loc99098	0.5741
loc59820	0.5308
loc590714	0.3344
loc264226	0.5752
loc536039	0.4953
loc754720	0.5526
loc212757	0.4795
loc623341	0.5645
loc328318	0.5350
loc866407	0.3654
loc170471	0.4315
loc333619	0.3438
loc142031	0.4730
loc124115	0.4790
loc461981	0.4504
loc138516	0.5547
loc495539	0.5165
loc220165	0.4636
loc776531	0.5350
loc826220	0.5386
loc655679	0.5435
loc595470	0.5077
loc424810	0.5140
loc204891	0.5404
loc256363	0.5381
loc805284	0.4681
loc581072	0.5275
loc277303	0.4615
loc714544	0.5536
loc794461	0.6020
loc451478	0.4691
loc763926	0.4984
loc684018	0.5164
loc745083	0.5205
loc728947	0.5802
loc623804	0.5549
loc215316	0.5319
loc126777	0.6159
loc798342	0.6799
loc359318	0.6024
loc863851	0.5164
loc555281	0.4895
loc299113	0.5264
loc169513	0.4469
loc827095	0.4476
loc343683	0.4641
loc311369	0.4672
loc85612	0.3242
loc686673	0.5265
loc396946	0.5028
loc224505	0.4908
loc320550	0.5204
loc238906	0.5763
loc709702	0.5114
loc373803	0.5169
loc686679	0.5497
loc585410	0.4978
loc372028	0.4701
loc595937	0.5978
loc624686	0.5430
loc635102	0.5419
loc441415	0.5151
loc798800	0.4897
loc419060	0.4970
loc416965	0.6073
loc351099	0.5307
loc424362	0.5574
loc116719	0.5867
loc845472	0.6609
loc797029	0.5493
loc667429	0.4788
loc516893	0.5163
loc138521	0.5500
loc651796	0.4702
loc230688	0.3903
loc832864	0.4704
loc442293	0.4881
loc138525	0.4699
loc287821	0.5351
loc662214	0.5801
loc461991	0.4919
loc206130	0.4237
loc850786	0.5296
loc241109	0.4400
loc545238	0.6708
loc329196	0.4324
loc368051	0.4930
loc49328	0.5196
loc220178	0.4163
loc478495	0.4743
loc485035	0.4469
loc451481	0.3886
loc677483	0.3777
loc139396	0.4911
loc515569	0.5279
loc465886	0.4474
loc714554	0.5130
loc387759	0.4816
loc327007	0.4551
loc622032	0.5411
loc862075	0.3821
loc359328	0.6152
loc409019	0.5101
loc407777	0.4881
loc156906	0.5809
loc805751	0.5166
loc347577	0.5805
loc436120	0.5584
loc871270	0.6116
loc50291	0.5047
loc451943	0.4574
loc830211	0.4925
loc645628	0.5900
loc256836	0.5143
loc111056	0.4240
loc844612	0.5127
loc818377	0.4835
loc663546	0.4173
loc217988	0.5514
loc496885	0.5383
loc338847	0.5112
loc640411	0.4011
loc537831	0.5483
loc572809	0.6636
loc876938	0.4614
loc862538	0.6053
loc518137	0.6155
loc315710	0.5705
loc718903	0.5542
loc292685	0.5632
loc328332	0.5755
loc848505	0.3851
loc852022	0.4741
loc653039	0.4494
loc618062	0.4581
loc438775	0.4491
loc360291	0.5576
loc450611	0.4937
loc848509	0.4943
loc173506	0.5197
loc701493	0.4016
loc481154	0.5718
loc287832	0.4798
loc563161	0.5675
loc49333	0.5860
loc389000	0.4598
loc351566	0.5236
loc528190	0.6231
loc49338	0.5161
loc737696	0.5432
loc394300	0.6176
loc499446	0.5810
loc875619	0.5482
loc306070	0.4816
loc410431	0.4906
loc368069	0.4775
loc410433	0.4962
loc567054	0.5041
loc199202	0.5363
loc599372	0.4661
loc469772	0.5349
loc321897	0.4971
loc72566	0.4212
loc650484	0.5798
loc740805	0.5002
loc689700	0.4230
loc364633	0.5767
loc753426	0.4850
loc664887	0.7314
loc701955	0.5242
loc863873	0.5402
loc428724	0.5767
loc286515	0.4563
loc680604	0.5305
loc485501	0.6113
loc450164	0.4277
loc499904	0.3910
loc315269	0.5730
loc237144	0.5591
loc775233	0.4535
loc85634	0.4754
loc524779	0.5209
loc386446	0.5094
loc871284	0.4257
loc793158	0.4894
loc709729	0.3778
loc871287	0.5730
loc876943	0.5705
