scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
NW_006803982.1,1093369,4153792,2541321,110,106,0.2142,2.9791,-0.8658,-0.2599,-0.1279
NW_006803982.1,1275501,4513092,2832053,110,106,0.2255,2.9791,-0.8593,-0.2615,-0.1287
NW_006803982.1,1456050,4958934,3140922,110,107,0.2222,2.9791,-0.8612,-0.2951,-0.1365
NW_006803982.1,1672214,5579055,3479716,110,108,0.2222,1.2208,-0.692,-0.1082,-0.0579
NW_006803982.1,2059054,5891466,3832706,110,108,0.0311,1.2208,-0.9504,-0.1386,-0.0638
NW_006803982.1,2381193,6136885,4176147,110,108,0.0311,1.193,-0.9492,-0.1432,-0.0643
NW_006803982.1,2709122,6287738,4510826,110,108,0.0297,1.068,-0.9458,-0.1442,-0.0691
NW_006803982.1,3018454,6304951,4726399,103,102,0.0214,1.1236,-0.9626,-0.1453,-0.072
NW_006803983.1,6360,1860575,948234,110,108,0.5239,1.1269,-0.3653,-0.0516,-0.0412
NW_006803983.1,158831,2015912,1118671,110,107,0.5239,1.0853,-0.3489,-0.048,-0.037
NW_006803983.1,361918,2123570,1286217,110,108,0.3989,1.0942,-0.4657,-0.0545,-0.0425
NW_006803983.1,461886,2382258,1448701,110,108,0.4989,1.0942,-0.3737,-0.0451,-0.0355
NW_006803983.1,635792,2474168,1622823,110,108,0.4989,1.0942,-0.3737,-0.0499,-0.041
NW_006803983.1,782464,2824492,1805968,110,108,0.4989,1.0676,-0.3631,-0.0602,-0.0471
NW_006803983.1,1057776,3102722,1991634,110,108,0.3838,0.105,0.5703,0.036,0.0297
NW_006803983.1,1327610,3255819,2174496,110,107,0.5088,0.105,0.6578,0.0502,0.0417
NW_006803983.1,1485037,3398618,2350535,110,107,0.3957,0.1148,0.5502,0.0264,0.023
NW_006803983.1,1644235,3628035,2531304,110,106,0.297,0.1132,0.4481,0.0169,0.015
NW_006803983.1,1706742,4047743,2728091,110,107,0.3099,0.1768,0.2734,0.0128,0.0108
NW_006803983.1,1902763,4751277,2968274,110,107,0.2992,0.3643,-0.0981,-0.0069,-0.0057
NW_006803983.1,2031734,5063214,3239188,110,108,0.2992,0.3977,-0.1412,-0.0105,-0.0091
NW_006803983.1,2135135,5493192,3537547,110,108,0.322,0.3887,-0.094,-0.0071,-0.0062
NW_006803983.1,2383553,5806113,3850828,110,108,0.349,0.3887,-0.0538,-0.0039,-0.0034
NW_006803983.1,2494132,6093051,4172442,110,108,0.349,0.3887,-0.0538,-0.0037,-0.0032
NW_006803983.1,2848353,6261272,4443424,107,105,0.349,0.3852,-0.0492,-0.003,-0.0027
NW_006803984.1,21442,2588510,1302811,110,109,1.1423,1.643,-0.1798,-0.0346,-0.0249
NW_006803984.1,207755,2806004,1539722,110,109,1.0019,1.707,-0.2603,-0.0471,-0.032
NW_006803984.1,427703,3000611,1776614,110,109,0.2519,2.7747,-0.8335,-0.2227,-0.1313
NW_006803984.1,742364,3374959,2009267,110,109,0.3731,2.7983,-0.7647,-0.2201,-0.134
NW_006803984.1,1047940,3549594,2248149,110,109,0.3731,2.7983,-0.7647,-0.2191,-0.1343
NW_006803984.1,1210080,3949677,2492498,110,109,0.4731,2.8374,-0.7142,-0.2072,-0.1321
NW_006803984.1,1444680,4233319,2748208,110,109,1.3466,2.8403,-0.3567,-0.1262,-0.0815
NW_006803984.1,1620504,4621504,3016262,110,109,1.0947,2.6177,-0.4102,-0.16,-0.0942
NW_006803984.1,1966629,4835079,3287534,110,109,1.2198,2.5927,-0.3601,-0.1436,-0.0852
NW_006803984.1,2161621,5078590,3555232,110,109,1.2198,1.6185,-0.1405,-0.0417,-0.0266
NW_006803984.1,2397448,5428485,3826986,110,109,1.2531,1.2851,-0.0126,-0.0028,-0.0019
NW_006803984.1,2600017,5636470,4107356,110,109,1.2531,1.3131,-0.0234,-0.0046,-0.0033
NW_006803984.1,2829680,6027977,4394448,110,109,1.2531,1.2877,-0.0136,-0.0028,-0.0021
NW_006803984.1,3003082,6160149,4617834,105,103,1.2531,0.22,0.7014,0.0847,0.0684
NW_006803985.1,11594,2025779,994308,110,109,2.0734,0.1881,0.8336,0.1393,0.103
NW_006803985.1,181700,2163479,1179410,110,108,2.0543,0.3131,0.7355,0.1133,0.0954
NW_006803985.1,256500,2285012,1362286,110,108,1.9483,0.3687,0.6818,0.1056,0.089
NW_006803985.1,397833,2447992,1549244,110,107,1.7415,0.3687,0.6506,0.0949,0.0795
NW_006803985.1,657048,2698755,1735630,110,107,1.0103,0.2852,0.5596,0.0601,0.0472
NW_006803985.1,830479,2926401,1920875,110,108,1.0728,0.2227,0.6561,0.0605,0.0495
NW_006803985.1,1210503,3217241,2110120,110,108,1.0717,0.2904,0.5736,0.052,0.0434
NW_006803985.1,1315632,3427623,2299753,110,108,1.0448,0.2904,0.565,0.0591,0.0466
NW_006803985.1,1548783,3571300,2488993,110,108,0.3448,0.2904,0.0857,0.0036,0.0029
NW_006803985.1,1728271,3793879,2673169,110,108,1.336,0.2607,0.6735,0.0694,0.0578
NW_006803985.1,1903314,4015461,2867970,110,108,1.3128,0.3184,0.6096,0.0624,0.0526
NW_006803985.1,2052339,4321257,3064823,110,108,1.3128,0.3059,0.6221,0.0593,0.0509
NW_006803985.1,2169492,4724488,3284924,110,108,2.285,0.1809,0.8533,0.1381,0.1164
NW_006803985.1,2291833,4869983,3518960,110,108,2.285,0.1253,0.896,0.1525,0.1224
NW_006803985.1,2461626,5170416,3760295,110,109,2.285,0.1265,0.8951,0.1569,0.1249
NW_006803985.1,2707649,5410764,4008825,110,109,2.2115,0.1578,0.8668,0.1381,0.1102
NW_006803985.1,2954872,5627448,4257614,110,109,2.2684,0.1578,0.8699,0.1514,0.119
NW_006803985.1,3227000,5882259,4498218,110,109,2.6445,0.0901,0.9341,0.2078,0.158
NW_006803985.1,3428231,6190478,4745516,110,109,2.6445,0.0901,0.9341,0.2032,0.1629
NW_006803985.1,3574710,6269524,4933763,105,104,2.5195,0.0901,0.9309,0.2679,0.1975
NW_006803986.1,12816,2689906,1354203,110,108,0.2007,0.3167,-0.2242,-0.007,-0.0063
NW_006803986.1,187084,2866283,1599486,110,108,0.3177,0.3301,-0.0192,-0.0007,-0.0006
NW_006803986.1,390427,3025460,1836647,110,108,0.401,0.3301,0.0969,0.0041,0.0032
NW_006803986.1,769528,3289323,2073622,110,107,0.7026,0.344,0.3426,0.0205,0.0162
NW_006803986.1,1120031,3551406,2296803,110,107,0.5776,0.3177,0.2903,0.0139,0.0111
NW_006803986.1,1342428,3736220,2517612,110,106,0.5436,0.3177,0.2623,0.0135,0.0104
NW_006803986.1,1539693,3953901,2736361,110,107,0.5436,0.3444,0.2243,0.0128,0.0097
NW_006803986.1,1695064,4161109,2959998,110,107,0.5436,0.3444,0.2243,0.013,0.0096
NW_006803986.1,1927065,4353942,3184960,110,107,0.5436,0.2331,0.3999,0.0204,0.0145
NW_006803986.1,2199971,4567062,3407079,110,107,0.6719,0.2331,0.4849,0.0319,0.0214
NW_006803986.1,2470670,4746105,3624311,110,107,0.7104,0.1068,0.7385,0.0467,0.031
NW_006803986.1,2694282,4923124,3829696,110,106,0.8344,0.1068,0.773,0.0498,0.036
NW_006803986.1,2870829,5146795,4034646,110,107,0.7094,0.0684,0.8242,0.0388,0.0319
NW_006803986.1,3050736,5523909,4253541,110,107,0.626,0.0684,0.8031,0.0403,0.0319
NW_006803986.1,3305147,5838467,4489201,110,108,0.3601,0.0267,0.8619,0.0227,0.0177
NW_006803986.1,3555646,5998182,4716394,110,108,0.3601,0.3903,-0.0402,-0.0024,-0.0017
NW_006803986.1,3761836,6208970,4863437,103,102,0.3525,0.3903,-0.051,-0.003,-0.0021
NW_006803987.1,10353,2653712,1266092,110,108,1.261,0.3969,0.5212,0.0922,0.0553
NW_006803987.1,245677,2794545,1501922,110,108,1.261,0.3706,0.5457,0.1001,0.0537
NW_006803987.1,489418,2922159,1732265,110,107,1.3788,0.2399,0.7036,0.1357,0.0719
NW_006803987.1,662354,3114290,1956633,110,107,2.3147,0.2788,0.785,0.1913,0.109
NW_006803987.1,942041,3204356,2173439,110,107,2.3147,0.3002,0.7704,0.1876,0.1007
NW_006803987.1,1110095,3407964,2381393,110,108,2.3276,0.3252,0.7548,0.1561,0.0904
NW_006803987.1,1238958,3544636,2591106,110,108,2.324,0.3252,0.7545,0.1661,0.0925
NW_006803987.1,1502246,3788818,2806474,110,109,2.449,0.3014,0.7809,0.1639,0.0948
NW_006803987.1,1811475,3924587,3006234,110,109,1.574,0.3014,0.6786,0.0984,0.0543
NW_006803987.1,2214259,4140581,3187956,110,109,1.5401,0.2461,0.7244,0.1052,0.0647
NW_006803987.1,2501888,4380842,3363395,110,109,1.5319,0.2461,0.7232,0.0853,0.0565
NW_006803987.1,2665046,4633563,3536907,110,109,1.3319,0.1275,0.8253,0.087,0.0587
NW_006803987.1,2805427,4772606,3715859,110,109,1.3319,0.1275,0.8253,0.0742,0.0562
NW_006803987.1,2925877,4939863,3896651,110,110,1.2069,0.1275,0.8089,0.0676,0.0509
NW_006803987.1,3119240,5096233,4081242,110,110,0.2636,0.0567,0.6461,0.0145,0.011
NW_006803987.1,3206319,5223094,4264435,110,110,0.4278,0.025,0.8896,0.028,0.0228
NW_006803987.1,3426233,5493730,4454466,110,110,0.54,0.0263,0.9071,0.0403,0.0302
NW_006803987.1,3577323,5858761,4647730,110,110,0.665,0.0263,0.9239,0.046,0.0355
NW_006803987.1,3799316,5937071,4778293,103,103,0.54,0.0263,0.9071,0.0382,0.0293
NW_006803989.1,1239,2348556,1233575,110,109,0.5056,0.1609,0.5171,0.0299,0.0202
NW_006803989.1,149179,2471951,1447860,110,109,0.5325,0.2092,0.4359,0.0256,0.016
NW_006803989.1,570112,2608339,1649982,110,109,0.2843,0.2213,0.1247,0.0043,0.003
NW_006803989.1,817657,2923916,1843200,110,109,0.2843,0.1693,0.2536,0.0078,0.0057
NW_006803989.1,1050930,3199533,2041461,110,109,0.307,0.1693,0.2892,0.0097,0.0071
NW_006803989.1,1200395,3333648,2240561,110,109,0.307,0.1693,0.2892,0.0094,0.0069
NW_006803989.1,1370566,3586145,2442242,110,109,0.307,0.1693,0.2892,0.0093,0.007
NW_006803989.1,1540703,3874058,2649097,110,108,0.3402,0.0649,0.6797,0.0164,0.0139
NW_006803989.1,1751755,4056136,2859023,110,108,0.2471,0.0649,0.5841,0.0126,0.0099
NW_006803989.1,1922905,4196086,3068181,110,108,0.1221,0.0649,0.306,0.0041,0.0032
NW_006803989.1,2150455,4456299,3277305,110,108,0.761,0.0649,0.8429,0.0495,0.0384
NW_006803989.1,2352923,4923374,3509428,110,108,0.761,0.0691,0.8334,0.05,0.0366
NW_006803989.1,2482127,5131267,3746955,110,108,0.734,0.0209,0.9447,0.052,0.0424
NW_006803989.1,2647462,5457296,3999411,110,108,0.756,0.0088,0.977,0.0617,0.0477
NW_006803989.1,2932721,5762940,4259950,110,108,0.7945,0.4758,0.2509,0.0238,0.0184
NW_006803990.1,17051,2700166,1325876,110,109,2.1352,1.7945,0.0867,0.0264,0.0166
NW_006803990.1,270226,3070082,1578271,110,109,2.3411,1.4148,0.2466,0.076,0.0476
NW_006803990.1,541898,3308975,1833653,110,109,2.5911,1.4148,0.2936,0.0971,0.0624
NW_006803990.1,693614,3464896,2085228,110,109,1.8688,1.9251,-0.0148,-0.006,-0.0034
NW_006803990.1,1051607,3666337,2326376,110,108,2.2372,1.9892,0.0587,0.0232,0.0144
NW_006803990.1,1220483,3863262,2563775,110,108,1.2767,1.9861,-0.2174,-0.0826,-0.0478
NW_006803990.1,1402207,4065562,2808288,110,108,1.4784,2.9838,-0.3374,-0.1637,-0.0922
NW_006803990.1,1594699,4307970,3055783,110,109,3.2784,2.9838,0.047,0.0266,0.0162
NW_006803990.1,1887689,4498827,3298355,110,109,4.1672,2.9383,0.1729,0.0982,0.0677
NW_006803990.1,2184725,4681394,3530632,110,109,4.2583,3.9354,0.0394,0.0225,0.017
NW_006803990.1,2481852,5016474,3761063,110,108,4.141,3.9354,0.0255,0.0144,0.0096
NW_006803990.1,2704020,5350170,4000653,110,108,4.1811,3.4076,0.1019,0.048,0.0345
NW_006803990.1,3079838,5474832,4228329,110,108,5.0949,3.3763,0.2029,0.0921,0.0664
NW_006803990.1,3311836,5647785,4410678,107,105,4.8449,3.4464,0.1687,0.0766,0.0547
NW_006803991.1,16854,3441264,1860774,110,108,1.4613,1.0389,0.169,0.0395,0.0192
NW_006803991.1,282815,3605585,2172666,110,108,1.4613,1.0389,0.169,0.0388,0.0181
NW_006803991.1,645707,3827125,2468927,110,109,1.1772,0.8343,0.1705,0.0333,0.0158
NW_006803991.1,992624,3942336,2743854,110,108,1.2772,1.8343,-0.179,-0.045,-0.0239
NW_006803991.1,1462420,4047149,3001764,110,108,1.4022,1.8343,-0.1335,-0.0311,-0.0182
NW_006803991.1,1759980,4162360,3229502,110,108,1.3761,1.1976,0.0694,0.015,0.0093
NW_006803991.1,2089274,4322083,3439079,110,108,1.3761,1.194,0.0709,0.0164,0.0099
NW_006803991.1,2486907,4451757,3633053,110,108,1.3761,1.194,0.0709,0.0152,0.0096
NW_006803991.1,2784348,4544161,3802611,110,109,0.3837,1.169,-0.5057,-0.0604,-0.0413
NW_006803991.1,3046575,4660955,3956951,110,109,0.3837,1.1828,-0.5101,-0.0533,-0.038
NW_006803991.1,3247248,4808854,4101460,110,109,0.3489,1.1711,-0.5409,-0.0608,-0.041
NW_006803991.1,3486512,4964206,4238605,110,109,0.3299,1.1353,-0.5498,-0.0536,-0.0398
NW_006803991.1,3616961,5216404,4377598,110,109,0.3299,1.1353,-0.5498,-0.0512,-0.0371
NW_006803991.1,3827485,5419191,4523024,110,109,1.1483,1.1353,0.0057,0.0008,0.0006
NW_006803991.1,3948282,5537220,4670259,110,110,1.0483,0.1437,0.7589,0.0663,0.0464
NW_006803991.1,4054960,5773844,4821282,110,110,0.9233,0.1437,0.7307,0.0625,0.0424
NW_006803991.1,4164451,5864182,4953579,107,107,0.9233,0.0593,0.8793,0.0598,0.0407
NW_006803992.1,75964,2614366,1448939,110,110,1.6084,0.9895,0.2382,0.0463,0.0335
NW_006803992.1,410678,2901452,1682683,110,110,1.6084,0.9895,0.2382,0.0529,0.0365
NW_006803992.1,668098,3171307,1913893,110,110,1.6126,0.9895,0.2395,0.0558,0.0404
NW_006803992.1,909225,3507074,2149917,110,110,1.6404,0.9899,0.2473,0.058,0.0444
NW_006803992.1,1299564,3650548,2373306,110,110,1.2872,1.0872,0.0842,0.0177,0.0135
NW_006803992.1,1526801,4008445,2597176,110,110,0.2872,1.0596,-0.5735,-0.0759,-0.0568
NW_006803992.1,1635793,4214231,2825232,110,109,0.5372,1.0596,-0.3272,-0.0564,-0.041
NW_006803992.1,1798577,4380905,3064288,110,109,0.4653,1.1564,-0.4262,-0.0772,-0.0531
NW_006803992.1,2011482,4645477,3304020,110,109,0.5046,1.1564,-0.3924,-0.0527,-0.0395
NW_006803992.1,2138122,5071526,3554071,110,109,0.5046,1.2526,-0.4257,-0.0662,-0.0484
NW_006803992.1,2338268,5266081,3820794,110,109,0.5116,2.079,-0.605,-0.1342,-0.092
NW_006803992.1,2683166,5481492,4086734,110,109,0.3866,1.1504,-0.497,-0.0624,-0.0462
NW_006803992.1,2936876,5752347,4344677,110,109,0.5934,1.1504,-0.3194,-0.0445,-0.0334
NW_006803992.1,3186161,5758926,4483790,101,100,0.5892,1.1504,-0.3226,-0.0487,-0.0382
NW_006803993.1,9208,3050925,1370251,110,109,2.8382,0.1827,0.8791,0.179,0.1359
NW_006803993.1,144018,3268483,1653998,110,109,2.8382,0.1827,0.8791,0.1943,0.1435
NW_006803993.1,360688,3460494,1937964,110,109,2.6828,0.1791,0.8749,0.1875,0.1385
NW_006803993.1,602354,3586767,2217160,110,109,1.7726,0.1791,0.8165,0.1213,0.0878
NW_006803993.1,893341,3920666,2498794,110,109,1.5465,0.1339,0.8406,0.1099,0.08
NW_006803993.1,1200895,4088500,2772723,110,109,0.6138,0.0402,0.8772,0.0451,0.0342
NW_006803993.1,1485554,4312380,3037093,110,110,1.6934,0.13,0.8574,0.0989,0.0804
NW_006803993.1,1713939,4534207,3297056,110,110,1.6916,0.13,0.8573,0.1051,0.0847
NW_006803993.1,2057776,4729285,3550624,110,110,1.7115,0.13,0.8588,0.1108,0.0891
NW_006803993.1,2448812,4918616,3784906,110,110,1.5467,0.1594,0.8131,0.1047,0.0841
NW_006803993.1,2858876,5200635,4007132,110,110,1.4503,0.1678,0.7926,0.1103,0.0895
NW_006803993.1,3075001,5534709,4229984,110,110,1.4503,0.1428,0.8207,0.0991,0.0901
NW_006803993.1,3317632,5730591,4441712,109,109,1.4503,0.1428,0.8207,0.1059,0.0966
NW_006803994.1,29396,3056518,1398230,110,109,0.1193,0.0437,0.4638,0.0055,0.0046
NW_006803994.1,214562,3271961,1677384,110,109,0.0906,0.0822,0.0485,0.0007,0.0005
NW_006803994.1,329228,3701736,1966729,110,109,0.08,0.0651,0.1028,0.0012,0.0009
NW_006803994.1,569739,4023111,2279757,110,109,0.0485,0.1128,-0.3987,-0.0056,-0.0043
NW_006803994.1,892947,4325121,2590624,110,109,0.0632,0.1128,-0.2819,-0.0037,-0.003
NW_006803994.1,1284466,4478721,2899283,110,109,0.0601,0.1128,-0.3048,-0.0042,-0.0034
NW_006803994.1,1648314,4714253,3191286,110,109,0.0601,0.1128,-0.3048,-0.0045,-0.0038
NW_006803994.1,1881942,4992704,3475707,110,108,0.1851,0.1128,0.2427,0.0073,0.0055
NW_006803994.1,2086165,5310951,3767756,110,109,0.3105,0.1858,0.2512,0.0118,0.0091
NW_006803994.1,2253622,5707814,4075374,110,108,0.298,0.2136,0.165,0.0086,0.0064
NW_006803994.1,2818104,6048818,4384438,110,108,0.298,0.2131,0.1662,0.0085,0.0064
NW_006803994.1,3113737,6213208,4620308,106,104,0.423,0.1881,0.3845,0.0233,0.0174
NW_006803995.1,1580,3262034,1554875,110,109,1.0284,0.4557,0.3859,0.0308,0.0242
NW_006803995.1,182798,3449785,1853741,110,109,2.1534,1.3648,0.2242,0.0419,0.0328
NW_006803995.1,494822,3699548,2153169,110,108,2.1534,1.3648,0.2242,0.0419,0.0332
NW_006803995.1,818200,3907898,2441983,110,107,2.1729,1.3648,0.2284,0.0453,0.0356
NW_006803995.1,1135199,4057399,2716622,110,107,2.2206,0.9999,0.379,0.0819,0.0589
NW_006803995.1,1468108,4233949,2973849,110,107,3.2206,0.9999,0.5262,0.1596,0.1071
NW_006803995.1,1740045,4533530,3226947,110,107,2.9009,1.0518,0.4678,0.1232,0.0783
NW_006803995.1,1943407,4838360,3486304,110,107,3.8009,1.0851,0.5558,0.1864,0.1154
NW_006803995.1,2230432,5003938,3746385,110,108,3.8009,1.0851,0.5558,0.2137,0.121
NW_006803995.1,2649207,5306160,3999577,110,108,3.7509,1.0942,0.5483,0.2265,0.124
NW_006803995.1,2963814,5550952,4242558,110,106,4.4229,1.1023,0.601,0.2506,0.1474
NW_006803995.1,3262746,5631867,4426898,106,102,4.4896,1.1023,0.6057,0.3224,0.1715
NW_006803996.1,46971,2881271,1573680,110,107,3.5235,1.0848,0.5292,0.1431,0.1255
NW_006803996.1,217804,3057949,1834279,110,107,3.5285,1.0834,0.5302,0.1437,0.1253
NW_006803996.1,584963,3238579,2087319,110,108,3.522,1.1059,0.5221,0.1515,0.1271
NW_006803996.1,926251,3495056,2330449,110,109,3.426,1.1103,0.5105,0.1565,0.1271
NW_006803996.1,1209255,3749762,2561862,110,110,3.426,1.1208,0.507,0.159,0.129
NW_006803996.1,1457895,3984353,2791113,110,110,3.8742,1.0002,0.5896,0.2006,0.162
NW_006803996.1,1762905,4204775,3016385,110,110,3.8586,1.0002,0.5883,0.2331,0.1774
NW_006803996.1,2067734,4486926,3241386,110,110,3.8586,2.0002,0.3172,0.1653,0.1154
NW_006803996.1,2415751,4637088,3455343,110,110,3.8447,1.9708,0.3222,0.1598,0.1147
NW_006803996.1,2550048,4874365,3664468,110,110,1.0582,2.0878,-0.3273,-0.0875,-0.0624
NW_006803996.1,2738524,5128941,3881467,110,110,1.0924,3.0051,-0.4668,-0.1513,-0.1038
NW_006803996.1,2927787,5361794,4105241,110,110,0.8317,3.0051,-0.5665,-0.1738,-0.1176
NW_006803996.1,3087912,5567551,4320349,109,108,0.8267,3.0424,-0.5727,-0.1877,-0.1124
NW_006803998.1,41901,2108721,1109484,110,106,0.403,0.0662,0.7176,0.0291,0.0216
NW_006803998.1,260263,2322926,1297215,110,106,0.3588,0.0263,0.8633,0.0342,0.0242
NW_006803998.1,445877,2517487,1482515,110,109,0.2588,0.0263,0.8154,0.0228,0.0154
NW_006803998.1,581957,2631680,1670575,110,109,0.1736,0.0263,0.7367,0.0133,0.0092
NW_006803998.1,786883,2830110,1856644,110,108,0.1382,0.0263,0.6802,0.0108,0.0079
NW_006803998.1,977892,3160115,2050382,110,108,0.2431,0.0263,0.8046,0.0217,0.0161
NW_006803998.1,1153743,3381895,2254336,110,108,0.2431,0.0283,0.7914,0.0194,0.0144
NW_006803998.1,1400679,3715044,2468935,110,108,0.3431,0.0283,0.8476,0.0286,0.0212
NW_006803998.1,1747583,3854671,2671779,110,108,0.4431,0.083,0.6845,0.0353,0.0247
NW_006803998.1,1857003,4205321,2877276,110,109,0.4431,0.083,0.6845,0.0357,0.0224
NW_006803998.1,1968921,4416496,3093815,110,108,0.4675,0.0567,0.7838,0.0321,0.0218
NW_006803998.1,2126307,4697169,3321757,110,108,0.5034,0.0567,0.7976,0.0383,0.0252
NW_006803998.1,2328580,5078626,3569346,110,108,0.5034,0.99,-0.3258,-0.0407,-0.0258
NW_006803998.1,2519671,5392258,3831307,110,108,0.5297,1.015,-0.3142,-0.0395,-0.0266
NW_006803998.1,2644543,5588015,4096608,110,108,0.4899,1.015,-0.3489,-0.0435,-0.0291
NW_006803998.1,2842246,5796783,4365369,110,108,0.4868,1.015,-0.3517,-0.041,-0.0278
NW_006803998.1,3219805,5905575,4550970,104,102,0.382,1.015,-0.4531,-0.0467,-0.0321
NW_006803999.1,166242,2783961,1516223,110,108,1.877,4.5965,-0.4201,-0.1756,-0.1039
NW_006803999.1,450084,3120587,1759901,110,108,2.8868,4.5555,-0.2242,-0.09,-0.0559
NW_006803999.1,661280,3317420,2000285,110,108,3.1448,3.7684,-0.0902,-0.0364,-0.0221
NW_006803999.1,889850,3582249,2243952,110,108,3.0472,2.7684,0.0479,0.0151,0.0096
NW_006803999.1,1093491,3773126,2490696,110,109,3.0386,2.7684,0.0465,0.0144,0.0092
NW_006803999.1,1450939,3958089,2726269,110,108,3.7886,1.5541,0.4182,0.1247,0.079
NW_006803999.1,1665450,4330623,2964451,110,108,2.9355,2.5873,0.063,0.0204,0.0119
NW_006803999.1,1913822,4651693,3213795,110,109,2.9355,3.6238,-0.1049,-0.0434,-0.0225
NW_006803999.1,2163671,4798491,3461044,110,109,2.8477,3.5929,-0.1157,-0.0426,-0.0232
NW_006803999.1,2442597,5082515,3698412,110,109,3.1051,4.3501,-0.167,-0.0706,-0.0376
NW_006803999.1,2578885,5488896,3948139,110,109,3.0156,3.8829,-0.1257,-0.0508,-0.0285
NW_006803999.1,2818790,5616140,4198334,109,108,3.0424,3.1855,-0.023,-0.0082,-0.0048
NW_006804000.1,30718,3218397,1426731,110,106,1.549,2.0161,-0.131,-0.0541,-0.0286
NW_006804000.1,131803,3709852,1735708,110,106,1.599,2.0161,-0.1154,-0.0426,-0.0238
NW_006804000.1,368203,3952966,2062462,110,107,1.7266,1.9917,-0.0713,-0.0245,-0.0143
NW_006804000.1,663562,4478489,2399977,110,107,1.8516,2.0155,-0.0424,-0.0156,-0.009
NW_006804000.1,872948,4790453,2751916,110,108,1.7516,2.1766,-0.1082,-0.0401,-0.0205
NW_006804000.1,1332790,5011806,3101851,110,109,1.7714,2.213,-0.1108,-0.0365,-0.0203
NW_006804000.1,1492950,5384439,3452862,110,109,1.7714,1.2978,0.1543,0.0349,0.0212
NW_006804000.1,1788249,5578308,3802991,110,109,1.7714,1.3205,0.1458,0.0373,0.0221
NW_006804000.1,2189074,5923163,4121244,108,108,2.45,0.4205,0.707,0.1452,0.0997
NW_006804001.1,50582,2361167,1255360,110,108,1.1608,0.194,0.7135,0.12,0.0753
NW_006804001.1,267417,2588928,1468825,110,108,1.1275,0.194,0.7063,0.129,0.0839
NW_006804001.1,435711,2930699,1690852,110,108,1.2275,0.194,0.727,0.1285,0.0865
NW_006804001.1,776659,3299438,1927965,110,108,1.2691,0.194,0.7348,0.0982,0.0735
NW_006804001.1,973853,3526808,2161484,110,108,1.7658,0.194,0.802,0.1393,0.1148
NW_006804001.1,1253714,3776585,2389409,110,109,1.7658,0.1877,0.8078,0.1378,0.124
NW_006804001.1,1476595,3992468,2615822,110,108,1.7736,0.1877,0.8086,0.15,0.1362
NW_006804001.1,1597286,4338011,2851728,110,108,1.7715,0.16,0.8344,0.1435,0.1309
NW_006804001.1,1760794,4619456,3109983,110,109,1.6715,0.16,0.8253,0.1107,0.1017
NW_006804001.1,1972062,4857731,3378252,110,109,1.0755,0.0711,0.876,0.072,0.0666
NW_006804001.1,2199299,5271550,3652996,110,109,1.1048,0.0711,0.8791,0.0607,0.057
NW_006804001.1,2364839,5656065,3942594,110,109,1.1048,0.0294,0.9481,0.0565,0.0552
NW_006804001.1,2621192,5905914,4243947,110,109,1.085,0.0294,0.9472,0.0596,0.058
NW_006804001.1,2964749,6074683,4408201,101,100,0.985,0.0294,0.942,0.0567,0.0552
NW_006804002.1,58504,2921286,1577938,110,110,0.4678,0.0738,0.7274,0.0362,0.0261
NW_006804002.1,373630,3175746,1840538,110,110,0.4678,0.0426,0.8331,0.0404,0.0284
NW_006804002.1,672490,3413051,2098855,110,110,0.4053,0.0426,0.8098,0.0322,0.0246
NW_006804002.1,853611,3604972,2346558,110,110,0.4053,0.0383,0.8272,0.0347,0.0278
NW_006804002.1,1272882,3820003,2596827,110,110,0.4053,0.0383,0.8272,0.033,0.0266
NW_006804002.1,1482292,4040809,2828654,110,110,0.4386,0.0383,0.8393,0.0328,0.0288
NW_006804002.1,1813998,4221786,3056371,110,110,0.4422,0.0005,0.9978,0.0345,0.0303
NW_006804002.1,2156421,4377773,3270203,110,110,0.1922,0.0005,0.995,0.0168,0.0145
NW_006804002.1,2328659,4696067,3479563,110,110,0.1984,0.0567,0.5554,0.0138,0.0113
NW_006804002.1,2497581,5009855,3704231,110,110,0.1984,0.0567,0.5554,0.0133,0.011
NW_006804002.1,2641002,5231295,3940291,110,110,0.2182,0.0806,0.4603,0.0109,0.0096
NW_006804002.1,2945808,5334965,4166874,110,110,0.1182,0.0806,0.1888,0.0029,0.0026
NW_006804002.1,3184874,5449665,4374739,110,110,0.1477,0.0913,0.2357,0.0038,0.0035
NW_006804002.1,3436671,5504714,4512936,103,103,0.1477,0.0913,0.2357,0.0042,0.0038
NW_006804003.1,43688,3226931,1535954,110,108,3.4917,0.6382,0.6909,0.2662,0.1593
NW_006804003.1,255350,3446908,1829735,110,108,3.4216,1.4382,0.4081,0.1833,0.1099
NW_006804003.1,588100,3674985,2115599,110,108,2.7204,1.4382,0.3083,0.1068,0.0605
NW_006804003.1,1027794,3999652,2389382,110,108,2.9885,1.4079,0.3595,0.1306,0.066
NW_006804003.1,1251894,4429599,2664512,110,107,3.0932,1.4079,0.3744,0.1197,0.067
NW_006804003.1,1359350,4599649,2956734,110,107,5.1009,1.5329,0.5378,0.2111,0.1289
NW_006804003.1,1546308,4880682,3256028,110,107,4.9491,2.3999,0.3469,0.1576,0.0922
NW_006804003.1,1925931,5174208,3555634,110,108,4.8636,3.1126,0.2195,0.0986,0.0601
