param,mean,median,0.950_CI_LB,0.950_CI_UB
alpha_loc_3018_pop_0,0.000516,0.000148,-0.059035,0.061070
alpha_loc_3019_pop_0,-0.000913,-0.000359,-0.060051,0.057789
alpha_loc_3020_pop_0,-0.000144,-0.000171,-0.057489,0.059329
alpha_loc_3021_pop_0,-0.000553,-0.000625,-0.060148,0.059062
alpha_loc_3022_pop_0,-0.001758,-0.001810,-0.060794,0.055980
alpha_loc_3023_pop_0,-0.000012,-0.000076,-0.059703,0.059716
alpha_loc_3024_pop_0,-0.000480,-0.000211,-0.059880,0.057294
alpha_loc_3025_pop_0,0.000357,0.000503,-0.060542,0.060770
alpha_loc_3026_pop_0,-0.000082,-0.000052,-0.060724,0.060595
alpha_loc_3027_pop_0,-0.000102,0.000054,-0.058997,0.057174
alpha_loc_3028_pop_0,0.000040,0.000031,-0.058352,0.059414
alpha_loc_3029_pop_0,-0.000560,-0.000323,-0.060100,0.058749
alpha_loc_3030_pop_0,-0.001261,-0.000509,-0.061205,0.058068
alpha_loc_3031_pop_0,-0.000321,-0.000395,-0.061601,0.060157
alpha_loc_3032_pop_0,-0.000019,-0.000187,-0.059742,0.059916
alpha_loc_3033_pop_0,0.000113,-0.000245,-0.059143,0.062324
alpha_loc_3034_pop_0,0.000737,0.000478,-0.057751,0.059603
alpha_loc_3035_pop_0,0.000197,-0.000105,-0.058777,0.059544
alpha_loc_3036_pop_0,0.000954,0.001013,-0.057815,0.060950
alpha_loc_3037_pop_0,0.001778,0.001477,-0.056292,0.059121
alpha_loc_3038_pop_0,0.000143,-0.000035,-0.060234,0.060933
alpha_loc_3039_pop_0,0.000132,0.000054,-0.059764,0.058243
alpha_loc_3040_pop_0,-0.002134,-0.001791,-0.064922,0.055895
alpha_loc_3041_pop_0,0.000010,0.000074,-0.059446,0.059749
alpha_loc_3042_pop_0,0.000076,0.000062,-0.059640,0.060089
alpha_loc_3043_pop_0,0.000406,0.000273,-0.057906,0.060885
alpha_loc_3044_pop_0,-0.000847,-0.000731,-0.062484,0.057520
alpha_loc_3045_pop_0,0.000057,0.000213,-0.059813,0.058661
alpha_loc_3046_pop_0,0.000494,0.000513,-0.058204,0.059873
alpha_loc_3047_pop_0,0.000490,0.000508,-0.058122,0.060582
alpha_loc_3048_pop_0,-0.001061,-0.000803,-0.062793,0.057624
alpha_loc_3049_pop_0,-0.000170,-0.000180,-0.059656,0.059316
alpha_loc_3050_pop_0,-0.000237,0.000053,-0.061228,0.058330
alpha_loc_3051_pop_0,0.000947,0.000930,-0.056062,0.062075
alpha_loc_3052_pop_0,-0.000165,-0.000170,-0.059943,0.059133
alpha_loc_3053_pop_0,-0.000111,-0.000366,-0.058172,0.059077
alpha_loc_3054_pop_0,0.001082,0.001072,-0.059374,0.063048
alpha_loc_3055_pop_0,0.000227,0.000362,-0.058293,0.059120
alpha_loc_3056_pop_0,0.000713,0.000734,-0.059263,0.058103
alpha_loc_3057_pop_0,-0.000492,-0.000589,-0.059474,0.058691
alpha_loc_3058_pop_0,0.000153,0.000235,-0.058846,0.058525
alpha_loc_3059_pop_0,-0.000289,-0.000541,-0.058882,0.060502
alpha_loc_3060_pop_0,0.000462,0.000293,-0.057331,0.059816
alpha_loc_3061_pop_0,-0.000384,-0.000397,-0.060337,0.058159
alpha_loc_3062_pop_0,-0.000668,-0.000647,-0.058648,0.058659
alpha_loc_3063_pop_0,0.003076,0.002590,-0.054961,0.064946
alpha_loc_3064_pop_0,-0.000422,-0.000348,-0.061248,0.058489
alpha_loc_3065_pop_0,-0.000129,-0.000139,-0.059805,0.058449
alpha_loc_3066_pop_0,0.000149,-0.000044,-0.060315,0.059312
alpha_loc_3067_pop_0,0.000407,0.000207,-0.057923,0.061855
alpha_loc_3068_pop_0,0.000280,0.000503,-0.058874,0.059544
alpha_loc_3069_pop_0,0.000538,0.000782,-0.059056,0.059510
alpha_loc_3070_pop_0,0.000521,0.000694,-0.059568,0.059479
alpha_loc_3071_pop_0,0.000325,0.000197,-0.058091,0.059162
alpha_loc_3072_pop_0,0.000415,0.000327,-0.057680,0.060297
alpha_loc_3073_pop_0,0.000039,0.000030,-0.059498,0.059274
alpha_loc_3074_pop_0,0.002008,0.001525,-0.056137,0.062232
alpha_loc_3075_pop_0,0.000127,0.000175,-0.060823,0.059612
alpha_loc_3076_pop_0,-0.000244,-0.000258,-0.058441,0.059037
alpha_loc_3077_pop_0,-0.000917,-0.000776,-0.060413,0.057141
alpha_loc_3078_pop_0,-0.000848,-0.000665,-0.059908,0.057873
alpha_loc_3079_pop_0,0.000583,0.000290,-0.058543,0.059429
alpha_loc_3080_pop_0,0.000059,0.000072,-0.059826,0.059245
alpha_loc_3081_pop_0,-0.000365,-0.000502,-0.059623,0.057641
alpha_loc_3082_pop_0,0.002277,0.001832,-0.055167,0.062188
alpha_loc_3083_pop_0,-0.000983,-0.000888,-0.060985,0.059104
alpha_loc_3084_pop_0,0.000130,0.000381,-0.058168,0.060159
alpha_loc_3085_pop_0,-0.000798,-0.000724,-0.058908,0.057420
alpha_loc_3086_pop_0,0.001189,0.000796,-0.055521,0.061430
alpha_loc_3087_pop_0,-0.000375,-0.000473,-0.059673,0.060041
alpha_loc_3088_pop_0,0.000248,0.000336,-0.058923,0.059990
alpha_loc_3089_pop_0,-0.000395,-0.000227,-0.060344,0.059298
alpha_loc_3090_pop_0,0.000140,0.000260,-0.059498,0.060569
alpha_loc_3091_pop_0,0.000981,0.000730,-0.057792,0.060205
alpha_loc_3092_pop_0,-0.000025,0.000198,-0.059919,0.059616
alpha_loc_3093_pop_0,-0.000144,0.000239,-0.061101,0.059368
alpha_loc_3094_pop_0,-0.000670,-0.000278,-0.061891,0.057871
alpha_loc_3095_pop_0,-0.000091,-0.000026,-0.060677,0.058080
alpha_loc_3096_pop_0,0.001011,0.000803,-0.056295,0.059150
alpha_loc_3097_pop_0,-0.000038,0.000333,-0.060228,0.058590
alpha_loc_3098_pop_0,0.000641,0.000639,-0.058167,0.059572
alpha_loc_3099_pop_0,-0.000121,-0.000108,-0.059878,0.059693
alpha_loc_3100_pop_0,0.000682,0.000493,-0.059195,0.059423
alpha_loc_3101_pop_0,-0.000895,-0.000633,-0.061540,0.058104
alpha_loc_3102_pop_0,-0.000157,-0.000371,-0.058747,0.057749
alpha_loc_3103_pop_0,-0.000188,-0.000121,-0.059611,0.059633
alpha_loc_3104_pop_0,-0.000242,-0.000221,-0.061245,0.059207
alpha_loc_3105_pop_0,0.000286,0.000021,-0.056474,0.060382
alpha_loc_3106_pop_0,-0.000415,-0.000115,-0.059975,0.059661
alpha_loc_3107_pop_0,0.000155,0.000010,-0.059332,0.060170
alpha_loc_3108_pop_0,0.000430,0.000361,-0.058742,0.058258
alpha_loc_3109_pop_0,-0.000102,-0.000359,-0.058441,0.059213
alpha_loc_3110_pop_0,0.000174,0.000088,-0.057254,0.059407
alpha_loc_3111_pop_0,0.003201,0.002303,-0.055052,0.065973
alpha_loc_3112_pop_0,0.000459,0.000204,-0.055563,0.060429
alpha_loc_3113_pop_0,0.000256,0.000471,-0.058769,0.058211
alpha_loc_3114_pop_0,-0.000663,-0.000327,-0.059938,0.058072
alpha_loc_3115_pop_0,0.000641,0.000895,-0.059317,0.058331
alpha_loc_3116_pop_0,-0.000360,-0.000206,-0.060331,0.060352
alpha_loc_3117_pop_0,0.002886,0.001962,-0.054997,0.063247
alpha_loc_3118_pop_0,0.000419,0.000503,-0.058790,0.060488
alpha_loc_3119_pop_0,-0.000292,0.000072,-0.058869,0.058770
alpha_loc_3120_pop_0,0.000172,-0.000001,-0.058922,0.059409
alpha_loc_3121_pop_0,-0.000382,-0.000513,-0.061101,0.059594
alpha_loc_3122_pop_0,0.000070,0.000186,-0.059118,0.058556
alpha_loc_3123_pop_0,-0.000183,-0.000303,-0.059357,0.057969
alpha_loc_3124_pop_0,-0.000179,0.000450,-0.061003,0.058963
alpha_loc_3125_pop_0,0.000669,0.000645,-0.058599,0.060656
alpha_loc_3126_pop_0,-0.000183,-0.000147,-0.060160,0.060410
alpha_loc_3127_pop_0,-0.000106,-0.000729,-0.058646,0.057739
alpha_loc_3128_pop_0,0.000288,0.000540,-0.058782,0.058635
alpha_loc_3129_pop_0,-0.000135,0.000074,-0.059265,0.059192
alpha_loc_3130_pop_0,-0.000284,-0.000224,-0.060523,0.060278
alpha_loc_3131_pop_0,-0.001443,-0.001011,-0.060565,0.057192
alpha_loc_3132_pop_0,0.000008,0.000069,-0.059814,0.060027
alpha_loc_3133_pop_0,-0.000674,-0.000540,-0.060723,0.058713
alpha_loc_3134_pop_0,-0.000268,-0.000039,-0.059885,0.059899
alpha_loc_3135_pop_0,-0.001403,-0.001223,-0.061548,0.057082
alpha_loc_3136_pop_0,0.000269,0.000352,-0.057298,0.059558
alpha_loc_3137_pop_0,0.000209,0.000246,-0.061057,0.060250
alpha_loc_3138_pop_0,0.000212,0.000590,-0.059554,0.060964
alpha_loc_3139_pop_0,-0.000027,-0.000319,-0.059217,0.059359
alpha_loc_3140_pop_0,-0.000926,-0.000580,-0.061695,0.058543
alpha_loc_3141_pop_0,0.001138,0.000708,-0.057992,0.062136
alpha_loc_3142_pop_0,0.000143,0.000066,-0.060629,0.060311
alpha_loc_3143_pop_0,-0.000874,-0.000589,-0.060487,0.057065
alpha_loc_3144_pop_0,0.000362,0.000233,-0.059107,0.058651
alpha_loc_3145_pop_0,-0.000560,-0.000466,-0.060800,0.057631
alpha_loc_3146_pop_0,-0.000497,-0.000335,-0.060294,0.058315
alpha_loc_3147_pop_0,0.000171,0.000560,-0.059799,0.059266
alpha_loc_3148_pop_0,-0.000741,-0.000558,-0.061387,0.059151
alpha_loc_3149_pop_0,-0.000122,-0.000082,-0.058561,0.058703
alpha_loc_3150_pop_0,-0.002129,-0.001648,-0.062996,0.056008
alpha_loc_3151_pop_0,-0.000950,-0.000863,-0.060541,0.057399
alpha_loc_3152_pop_0,0.000031,-0.000019,-0.059043,0.059505
alpha_loc_3153_pop_0,0.000777,0.000403,-0.058891,0.061960
alpha_loc_3154_pop_0,-0.000385,-0.000633,-0.061951,0.060095
alpha_loc_3155_pop_0,0.000701,0.000423,-0.057546,0.060887
alpha_loc_3156_pop_0,0.000337,0.000266,-0.061939,0.059894
alpha_loc_3157_pop_0,-0.000300,-0.000271,-0.059712,0.058302
alpha_loc_3158_pop_0,-0.000306,-0.000312,-0.058775,0.057163
alpha_loc_3159_pop_0,-0.000804,-0.000807,-0.059676,0.056960
alpha_loc_3160_pop_0,-0.000399,-0.000422,-0.059062,0.059888
alpha_loc_3161_pop_0,-0.000480,-0.000460,-0.059806,0.058501
alpha_loc_3162_pop_0,0.000217,-0.000106,-0.059636,0.059073
alpha_loc_3163_pop_0,0.000451,0.000599,-0.058901,0.059946
alpha_loc_3164_pop_0,0.003492,0.003022,-0.054943,0.064009
alpha_loc_3165_pop_0,-0.000549,-0.000387,-0.058492,0.057251
alpha_loc_3166_pop_0,0.000564,0.000634,-0.058532,0.061041
alpha_loc_3167_pop_0,-0.000431,-0.000172,-0.058860,0.058933
alpha_loc_3168_pop_0,0.000425,0.000400,-0.057262,0.060375
alpha_loc_3169_pop_0,-0.000261,-0.000051,-0.060185,0.059756
alpha_loc_3170_pop_0,0.000415,0.000317,-0.060756,0.062019
alpha_loc_3171_pop_0,-0.001680,-0.001032,-0.062155,0.055094
alpha_loc_3172_pop_0,0.000286,0.000414,-0.060584,0.059682
alpha_loc_3173_pop_0,0.000182,-0.000063,-0.058843,0.060648
alpha_loc_3174_pop_0,0.000566,0.000429,-0.058397,0.059226
alpha_loc_3175_pop_0,-0.000033,-0.000001,-0.058829,0.059295
alpha_loc_3176_pop_0,0.000492,0.000477,-0.058365,0.059095
alpha_loc_3177_pop_0,0.000445,0.000468,-0.058024,0.059910
alpha_loc_3178_pop_0,0.001040,0.001067,-0.056506,0.059843
alpha_loc_3179_pop_0,0.000370,0.000239,-0.057197,0.060041
alpha_loc_3180_pop_0,-0.004992,-0.004227,-0.068511,0.051599
alpha_loc_3181_pop_0,-0.000736,-0.000386,-0.060802,0.058094
alpha_loc_3182_pop_0,-0.000307,-0.000055,-0.059534,0.058205
alpha_loc_3183_pop_0,-0.000182,-0.000170,-0.060119,0.059669
alpha_loc_3184_pop_0,-0.000067,-0.000008,-0.059128,0.056567
alpha_loc_3185_pop_0,-0.001408,-0.001204,-0.061902,0.057816
alpha_loc_3186_pop_0,0.000714,0.000496,-0.057573,0.058992
alpha_loc_3187_pop_0,-0.001608,-0.001734,-0.061845,0.056533
alpha_loc_3188_pop_0,0.000605,0.000189,-0.058819,0.060447
alpha_loc_3189_pop_0,0.000152,0.000275,-0.057887,0.058673
alpha_loc_3190_pop_0,0.000067,-0.000017,-0.059371,0.059355
alpha_loc_3191_pop_0,0.000843,0.000700,-0.059963,0.060371
alpha_loc_3192_pop_0,-0.000245,-0.000180,-0.058766,0.060372
alpha_loc_3193_pop_0,0.000534,0.000477,-0.058161,0.060731
alpha_loc_3194_pop_0,0.000689,0.000626,-0.058028,0.060116
alpha_loc_3195_pop_0,-0.000249,0.000039,-0.058726,0.058722
alpha_loc_3196_pop_0,-0.000525,-0.000865,-0.060204,0.058514
alpha_loc_3197_pop_0,-0.000211,-0.000175,-0.059804,0.058414
alpha_loc_3198_pop_0,0.000463,0.000311,-0.057015,0.060483
alpha_loc_3199_pop_0,0.000510,0.000179,-0.057413,0.059463
alpha_loc_3200_pop_0,0.000734,0.000353,-0.058762,0.062658
alpha_loc_3201_pop_0,-0.000668,-0.000587,-0.061488,0.059500
alpha_loc_3202_pop_0,-0.002002,-0.001458,-0.062154,0.055830
alpha_loc_3203_pop_0,0.002302,0.001808,-0.056808,0.062310
alpha_loc_3204_pop_0,0.001621,0.001426,-0.056594,0.062054
alpha_loc_3205_pop_0,0.000418,0.000635,-0.058352,0.059808
alpha_loc_3206_pop_0,0.000328,0.000200,-0.057131,0.059764
alpha_loc_3207_pop_0,-0.000195,-0.000177,-0.059181,0.058051
alpha_loc_3208_pop_0,0.000017,-0.000049,-0.058775,0.058795
alpha_loc_3209_pop_0,-0.000194,-0.000049,-0.059421,0.059598
alpha_loc_3210_pop_0,0.000097,0.000030,-0.058031,0.058771
alpha_loc_3211_pop_0,0.000152,0.000273,-0.059582,0.060238
alpha_loc_3212_pop_0,0.000557,0.000642,-0.059463,0.061139
alpha_loc_3213_pop_0,0.000351,0.000531,-0.060945,0.058247
alpha_loc_3214_pop_0,-0.000023,-0.000233,-0.059239,0.059924
alpha_loc_3215_pop_0,-0.001590,-0.001092,-0.061942,0.055736
alpha_loc_3216_pop_0,-0.000055,0.000044,-0.059761,0.058566
alpha_loc_3217_pop_0,0.000332,0.000111,-0.058545,0.061202
alpha_loc_3218_pop_0,0.000678,0.000685,-0.057370,0.061496
alpha_loc_3219_pop_0,0.000953,0.000784,-0.057271,0.061487
alpha_loc_3220_pop_0,0.000247,0.000264,-0.058243,0.057747
alpha_loc_3221_pop_0,0.000103,-0.000105,-0.060428,0.059700
alpha_loc_3222_pop_0,0.000364,0.000372,-0.058683,0.057796
alpha_loc_3223_pop_0,0.000266,0.000060,-0.059319,0.059159
alpha_loc_3224_pop_0,0.000560,0.000156,-0.057838,0.059242
alpha_loc_3225_pop_0,0.000135,0.000297,-0.060495,0.059744
alpha_loc_3226_pop_0,-0.001737,-0.001795,-0.062091,0.058355
alpha_loc_3227_pop_0,-0.000642,-0.000847,-0.058807,0.058674
alpha_loc_3228_pop_0,0.000300,-0.000167,-0.057710,0.061394
alpha_loc_3229_pop_0,0.000175,0.000102,-0.059372,0.059894
alpha_loc_3230_pop_0,0.000124,-0.000015,-0.059288,0.059177
alpha_loc_3231_pop_0,-0.000344,-0.000339,-0.059239,0.058680
alpha_loc_3232_pop_0,0.000905,0.000547,-0.057544,0.061619
alpha_loc_3233_pop_0,-0.000280,-0.000426,-0.059689,0.058663
alpha_loc_3234_pop_0,0.000889,0.000889,-0.057166,0.061936
alpha_loc_3235_pop_0,0.001089,0.000961,-0.058066,0.061745
alpha_loc_3236_pop_0,-0.000035,0.000076,-0.059938,0.059480
alpha_loc_3237_pop_0,-0.000390,-0.000292,-0.060894,0.059146
alpha_loc_3238_pop_0,0.000723,0.000582,-0.056379,0.059201
alpha_loc_3239_pop_0,-0.000064,0.000018,-0.060202,0.059602
alpha_loc_3240_pop_0,-0.000840,-0.000654,-0.059840,0.058134
alpha_loc_3241_pop_0,-0.000158,-0.000084,-0.058197,0.057646
alpha_loc_3242_pop_0,-0.000465,-0.000070,-0.059368,0.057566
alpha_loc_3243_pop_0,0.000284,0.000231,-0.058164,0.058761
alpha_loc_3244_pop_0,0.001486,0.000784,-0.055176,0.062279
alpha_loc_3245_pop_0,-0.000480,-0.000460,-0.060693,0.058956
alpha_loc_3246_pop_0,-0.000171,-0.000210,-0.059144,0.060567
alpha_loc_3247_pop_0,-0.000124,0.000115,-0.060372,0.058231
alpha_loc_3248_pop_0,0.000324,0.000179,-0.059153,0.058328
alpha_loc_3249_pop_0,-0.000684,-0.000375,-0.060471,0.059592
alpha_loc_3250_pop_0,0.000963,0.000561,-0.058220,0.059675
alpha_loc_3251_pop_0,-0.000735,-0.000205,-0.061249,0.057341
alpha_loc_3252_pop_0,-0.000512,-0.000312,-0.061264,0.058846
alpha_loc_3253_pop_0,0.000553,0.000217,-0.056552,0.060151
alpha_loc_3254_pop_0,0.000155,0.000205,-0.059357,0.059679
alpha_loc_3255_pop_0,0.000245,0.000474,-0.058523,0.058651
alpha_loc_3256_pop_0,0.000341,0.000601,-0.057356,0.058858
alpha_loc_3257_pop_0,-0.000724,-0.000397,-0.059816,0.058112
alpha_loc_3258_pop_0,-0.000818,-0.000441,-0.060640,0.056717
alpha_loc_3259_pop_0,0.000607,0.000516,-0.058574,0.060002
alpha_loc_3260_pop_0,0.000366,0.000436,-0.058894,0.060061
alpha_loc_3261_pop_0,-0.000948,-0.000653,-0.060955,0.057735
alpha_loc_3262_pop_0,0.000054,-0.000083,-0.058617,0.061376
alpha_loc_3263_pop_0,-0.000089,-0.000152,-0.060290,0.059292
alpha_loc_3264_pop_0,0.000621,0.000456,-0.058705,0.061623
alpha_loc_3265_pop_0,-0.001280,-0.001148,-0.062220,0.058095
alpha_loc_3266_pop_0,0.000245,0.000393,-0.060020,0.059640
alpha_loc_3267_pop_0,-0.000742,-0.000641,-0.061212,0.059066
alpha_loc_3268_pop_0,-0.000864,-0.000943,-0.059053,0.059728
alpha_loc_3269_pop_0,0.001446,0.001127,-0.056862,0.061547
alpha_loc_3270_pop_0,0.000019,-0.000257,-0.058459,0.058967
alpha_loc_3271_pop_0,-0.000249,-0.000386,-0.059587,0.059703
alpha_loc_3272_pop_0,-0.000384,-0.000221,-0.059996,0.058380
alpha_loc_3273_pop_0,0.000203,0.000375,-0.059758,0.060276
alpha_loc_3274_pop_0,0.000578,0.000135,-0.056527,0.060260
alpha_loc_3275_pop_0,-0.000006,0.000269,-0.059361,0.059816
alpha_loc_3276_pop_0,-0.000570,-0.000348,-0.061017,0.058826
alpha_loc_3277_pop_0,0.000242,0.000314,-0.058106,0.060254
alpha_loc_3278_pop_0,0.001568,0.001774,-0.058369,0.060667
alpha_loc_3279_pop_0,0.001168,0.001127,-0.057144,0.059359
alpha_loc_3280_pop_0,0.000799,0.000240,-0.057417,0.060758
alpha_loc_3281_pop_0,-0.000178,-0.000286,-0.059415,0.059030
alpha_loc_3282_pop_0,0.000546,0.000577,-0.057356,0.057615
alpha_loc_3283_pop_0,-0.000384,-0.000043,-0.060908,0.059063
alpha_loc_3284_pop_0,-0.002062,-0.001783,-0.060208,0.056060
alpha_loc_3285_pop_0,0.000679,0.000255,-0.058274,0.061353
alpha_loc_3286_pop_0,0.003438,0.002776,-0.053842,0.063982
alpha_loc_3287_pop_0,0.001776,0.001518,-0.056669,0.060483
alpha_loc_3288_pop_0,0.003511,0.002967,-0.054033,0.063166
alpha_loc_3289_pop_0,-0.000312,-0.000204,-0.060435,0.057922
alpha_loc_3290_pop_0,-0.000408,-0.000547,-0.060342,0.059360
alpha_loc_3291_pop_0,0.001233,0.000654,-0.057797,0.060473
alpha_loc_3292_pop_0,0.001266,0.001565,-0.055820,0.060221
alpha_loc_3293_pop_0,-0.000231,0.000095,-0.060335,0.060440
alpha_loc_3294_pop_0,0.002233,0.001786,-0.055020,0.063683
alpha_loc_3295_pop_0,-0.000070,0.000199,-0.058719,0.059086
alpha_loc_3296_pop_0,0.000375,-0.000073,-0.058022,0.061468
alpha_loc_3297_pop_0,0.000054,-0.000186,-0.057910,0.057961
alpha_loc_3298_pop_0,0.000369,-0.000090,-0.058395,0.059381
alpha_loc_3299_pop_0,0.000401,0.000371,-0.058533,0.060680
alpha_loc_3300_pop_0,-0.000399,0.000079,-0.061796,0.058059
alpha_loc_3301_pop_0,0.000119,0.000474,-0.059794,0.057693
alpha_loc_3302_pop_0,0.000422,0.000213,-0.058773,0.060323
alpha_loc_3303_pop_0,-0.000085,0.000071,-0.059455,0.057326
alpha_loc_3304_pop_0,0.002759,0.002253,-0.055728,0.064976
alpha_loc_3305_pop_0,0.000103,0.000221,-0.057955,0.058796
alpha_loc_3306_pop_0,-0.002854,-0.002473,-0.064380,0.054797
alpha_loc_3307_pop_0,-0.000116,-0.000019,-0.060446,0.057873
alpha_loc_3308_pop_0,-0.000216,-0.000200,-0.058822,0.058103
alpha_loc_3309_pop_0,-0.000552,-0.000502,-0.059204,0.058631
alpha_loc_3310_pop_0,-0.000345,-0.000535,-0.060157,0.058451
alpha_loc_3311_pop_0,-0.000135,-0.000180,-0.058716,0.059830
alpha_loc_3312_pop_0,-0.000649,-0.000697,-0.059407,0.057758
alpha_loc_3313_pop_0,0.000192,0.000348,-0.059161,0.058215
alpha_loc_3314_pop_0,-0.000153,-0.000307,-0.058566,0.058816
alpha_loc_3315_pop_0,0.000346,0.000350,-0.058597,0.060527
alpha_loc_3316_pop_0,0.000199,0.000202,-0.059971,0.060358
alpha_loc_3317_pop_0,-0.001270,-0.001122,-0.061708,0.056475
alpha_loc_3318_pop_0,0.000255,-0.000074,-0.058119,0.059276
alpha_loc_3319_pop_0,-0.000501,-0.000482,-0.059446,0.057843
alpha_loc_3320_pop_0,-0.000448,-0.000253,-0.060165,0.058950
alpha_loc_3321_pop_0,-0.000634,-0.000580,-0.060609,0.059163
alpha_loc_3322_pop_0,-0.000023,0.000166,-0.060482,0.058253
alpha_loc_3323_pop_0,-0.003594,-0.002852,-0.063403,0.054243
alpha_loc_3324_pop_0,0.000253,0.000268,-0.059484,0.060084
alpha_loc_3325_pop_0,0.000840,0.001053,-0.057812,0.059029
alpha_loc_3326_pop_0,0.000449,0.000649,-0.062385,0.060263
alpha_loc_3327_pop_0,-0.001897,-0.001683,-0.061658,0.055826
alpha_loc_3328_pop_0,0.002805,0.002167,-0.055589,0.063466
alpha_loc_3329_pop_0,-0.000540,-0.000428,-0.059873,0.058277
alpha_loc_3330_pop_0,-0.000187,-0.000220,-0.060945,0.059964
alpha_loc_3331_pop_0,-0.000193,-0.000346,-0.059271,0.059244
alpha_loc_3332_pop_0,-0.000874,-0.000710,-0.058938,0.058060
alpha_loc_3333_pop_0,-0.000775,-0.001094,-0.060265,0.058062
alpha_loc_3334_pop_0,-0.000304,-0.000170,-0.061121,0.060822
alpha_loc_3335_pop_0,0.000641,0.000467,-0.056809,0.059854
alpha_loc_3336_pop_0,0.000816,0.000284,-0.058068,0.059827
alpha_loc_3337_pop_0,0.000490,0.000484,-0.059355,0.059169
alpha_loc_3338_pop_0,-0.001017,-0.000747,-0.060324,0.057868
alpha_loc_3339_pop_0,0.000070,0.000122,-0.061544,0.060867
alpha_loc_3340_pop_0,0.002226,0.001741,-0.053955,0.061529
alpha_loc_3341_pop_0,-0.000268,0.000068,-0.059095,0.058201
alpha_loc_3342_pop_0,-0.000263,-0.000171,-0.060044,0.058268
alpha_loc_3343_pop_0,-0.000284,-0.000355,-0.060038,0.058973
alpha_loc_3344_pop_0,-0.000401,-0.000687,-0.060320,0.059760
alpha_loc_3345_pop_0,-0.000581,-0.000674,-0.059088,0.056812
alpha_loc_3346_pop_0,-0.000010,0.000262,-0.060576,0.058356
alpha_loc_3347_pop_0,-0.000428,-0.000241,-0.060380,0.058518
alpha_loc_3348_pop_0,0.000188,0.000229,-0.058061,0.059266
alpha_loc_3349_pop_0,-0.000330,-0.000115,-0.058475,0.057877
alpha_loc_3350_pop_0,-0.000112,-0.000196,-0.061159,0.058842
alpha_loc_3351_pop_0,-0.000373,-0.000236,-0.060250,0.058909
alpha_loc_3352_pop_0,0.003494,0.002648,-0.053181,0.063800
alpha_loc_3353_pop_0,0.000336,0.000477,-0.057430,0.061365
alpha_loc_3354_pop_0,0.000110,0.000069,-0.058524,0.057477
alpha_loc_3355_pop_0,-0.000113,-0.000228,-0.058211,0.060040
alpha_loc_3356_pop_0,-0.000277,-0.000316,-0.059603,0.058770
alpha_loc_3357_pop_0,-0.000375,-0.000363,-0.059539,0.058371
alpha_loc_3358_pop_0,0.000499,0.000489,-0.057827,0.059871
alpha_loc_3359_pop_0,-0.000853,-0.000798,-0.060926,0.058269
alpha_loc_3360_pop_0,-0.000147,-0.000161,-0.060129,0.058388
alpha_loc_3361_pop_0,0.001270,0.001150,-0.059314,0.061160
alpha_loc_3362_pop_0,-0.000147,-0.000227,-0.060107,0.059532
alpha_loc_3363_pop_0,-0.001424,-0.001051,-0.060214,0.056678
alpha_loc_3364_pop_0,0.000758,0.000770,-0.058318,0.060863
alpha_loc_3365_pop_0,-0.000092,-0.000057,-0.059482,0.057991
alpha_loc_3366_pop_0,-0.001383,-0.001080,-0.061767,0.057166
alpha_loc_3367_pop_0,-0.000355,0.000146,-0.060714,0.058902
alpha_loc_3368_pop_0,-0.000152,0.000105,-0.059180,0.058552
alpha_loc_3369_pop_0,0.001634,0.001030,-0.055890,0.061073
alpha_loc_3370_pop_0,0.000527,0.000456,-0.058384,0.060721
alpha_loc_3371_pop_0,-0.001826,-0.001960,-0.061888,0.058695
alpha_loc_3372_pop_0,0.000170,0.000576,-0.058715,0.059313
alpha_loc_3373_pop_0,-0.000665,-0.000236,-0.061404,0.057952
alpha_loc_3374_pop_0,-0.000826,-0.000728,-0.060496,0.058842
alpha_loc_3375_pop_0,0.000308,0.000318,-0.057120,0.058403
alpha_loc_3376_pop_0,-0.000447,-0.000457,-0.057809,0.058114
alpha_loc_3377_pop_0,-0.000575,-0.000426,-0.060176,0.057798
alpha_loc_3378_pop_0,0.000045,-0.000314,-0.059862,0.060680
alpha_loc_3379_pop_0,-0.000712,-0.000151,-0.059443,0.058152
alpha_loc_3380_pop_0,0.000396,0.000226,-0.058845,0.059285
alpha_loc_3381_pop_0,-0.000280,-0.000232,-0.058840,0.056933
alpha_loc_3382_pop_0,-0.001798,-0.001377,-0.060657,0.055286
alpha_loc_3383_pop_0,0.000052,0.000057,-0.059192,0.061064
alpha_loc_3384_pop_0,-0.000321,-0.000413,-0.059170,0.058977
alpha_loc_3385_pop_0,0.000266,0.000454,-0.059575,0.061598
alpha_loc_3386_pop_0,-0.000446,-0.000267,-0.059176,0.058397
alpha_loc_3387_pop_0,-0.000057,-0.000088,-0.058679,0.059507
alpha_loc_3388_pop_0,-0.000018,-0.000360,-0.059484,0.059363
alpha_loc_3389_pop_0,-0.000387,-0.000520,-0.059577,0.059396
alpha_loc_3390_pop_0,0.000085,0.000050,-0.058670,0.058412
alpha_loc_3391_pop_0,0.000158,0.000319,-0.060009,0.059800
alpha_loc_3392_pop_0,-0.001543,-0.001377,-0.061196,0.056897
alpha_loc_3393_pop_0,0.001952,0.001389,-0.056072,0.062224
alpha_loc_3394_pop_0,-0.000276,-0.000019,-0.058097,0.057612
