param,mean,median,0.950_CI_LB,0.950_CI_UB
beta_loc_4138_pop_0,-0.000315,0.000172,-0.108467,0.107424
beta_loc_4139_pop_0,0.001077,0.000944,-0.105636,0.110786
beta_loc_4140_pop_0,0.000103,-0.000009,-0.104331,0.108197
beta_loc_4141_pop_0,-0.000333,-0.000277,-0.102735,0.105552
beta_loc_4142_pop_0,-0.000192,-0.000105,-0.105163,0.106157
beta_loc_4143_pop_0,0.000024,0.000148,-0.110434,0.108434
beta_loc_4144_pop_0,-0.003178,-0.002501,-0.111125,0.101255
beta_loc_4145_pop_0,0.001526,0.000776,-0.102119,0.109377
beta_loc_4146_pop_0,0.000894,0.000102,-0.102253,0.110132
beta_loc_4147_pop_0,0.001404,0.001288,-0.103701,0.108714
beta_loc_4148_pop_0,-0.000124,0.000164,-0.107404,0.103673
beta_loc_4149_pop_0,0.000020,-0.000352,-0.105244,0.110096
beta_loc_4150_pop_0,0.000708,0.000293,-0.103823,0.107407
beta_loc_4151_pop_0,-0.000662,-0.000887,-0.105388,0.105217
beta_loc_4152_pop_0,0.000572,0.000516,-0.107443,0.105621
beta_loc_4153_pop_0,0.000031,-0.000203,-0.103189,0.107507
beta_loc_4154_pop_0,0.001594,0.001199,-0.103871,0.109664
beta_loc_4155_pop_0,0.000360,0.000487,-0.107272,0.105199
beta_loc_4156_pop_0,-0.000022,0.000361,-0.103679,0.104550
beta_loc_4157_pop_0,-0.000590,-0.000754,-0.105586,0.107598
beta_loc_4158_pop_0,0.000107,-0.000598,-0.107516,0.108704
beta_loc_4159_pop_0,-0.000065,-0.000392,-0.103067,0.106956
beta_loc_4160_pop_0,0.000127,0.000253,-0.107405,0.108640
beta_loc_4161_pop_0,0.006035,0.003884,-0.094340,0.124237
beta_loc_4162_pop_0,0.000119,0.000136,-0.107117,0.103437
beta_loc_4163_pop_0,0.000245,0.000075,-0.105168,0.105552
beta_loc_4164_pop_0,-0.000081,-0.000044,-0.106806,0.107080
beta_loc_4165_pop_0,0.000575,0.000009,-0.104152,0.109737
beta_loc_4166_pop_0,0.000243,0.001070,-0.109773,0.103054
beta_loc_4167_pop_0,0.000916,0.000790,-0.107719,0.111446
beta_loc_4168_pop_0,0.000966,0.000687,-0.102193,0.108107
beta_loc_4169_pop_0,0.000781,0.000511,-0.102619,0.107222
beta_loc_4170_pop_0,-0.000027,-0.000345,-0.105698,0.104897
beta_loc_4171_pop_0,-0.000817,-0.001189,-0.104913,0.104354
beta_loc_4172_pop_0,0.002881,0.001700,-0.101617,0.117539
beta_loc_4173_pop_0,0.000040,-0.000570,-0.105101,0.106980
beta_loc_4174_pop_0,-0.002561,-0.001503,-0.115274,0.101959
beta_loc_4175_pop_0,0.000435,0.000557,-0.107047,0.105812
beta_loc_4176_pop_0,-0.002445,-0.001768,-0.112175,0.098890
beta_loc_4177_pop_0,0.000072,-0.000714,-0.107942,0.109578
beta_loc_4178_pop_0,0.001844,0.001103,-0.097756,0.112459
beta_loc_4179_pop_0,0.000478,0.000356,-0.104890,0.108955
beta_loc_4180_pop_0,-0.000471,0.000087,-0.108749,0.107432
beta_loc_4181_pop_0,0.000016,-0.000694,-0.104226,0.107147
beta_loc_4182_pop_0,0.000864,0.000702,-0.105396,0.108763
beta_loc_4183_pop_0,0.000447,0.000233,-0.105397,0.110504
beta_loc_4184_pop_0,0.004805,0.002666,-0.098199,0.119783
beta_loc_4185_pop_0,-0.000048,-0.000010,-0.110529,0.112930
beta_loc_4186_pop_0,-0.001056,-0.000332,-0.112903,0.102980
beta_loc_4187_pop_0,0.000012,0.000494,-0.104931,0.107497
beta_loc_4188_pop_0,0.006472,0.004215,-0.094284,0.125016
beta_loc_4189_pop_0,0.002836,0.002183,-0.103650,0.113301
beta_loc_4190_pop_0,-0.001202,-0.000857,-0.110396,0.105979
beta_loc_4191_pop_0,0.000549,-0.000138,-0.107859,0.106577
beta_loc_4192_pop_0,-0.002169,-0.001241,-0.117583,0.102479
beta_loc_4193_pop_0,-0.002167,-0.001391,-0.114379,0.099892
beta_loc_4194_pop_0,-0.000847,-0.000691,-0.112221,0.107644
beta_loc_4195_pop_0,0.001016,0.000266,-0.104888,0.110590
beta_loc_4196_pop_0,-0.000195,-0.000410,-0.108221,0.108324
beta_loc_4197_pop_0,-0.004888,-0.003288,-0.115814,0.095816
beta_loc_4198_pop_0,-0.000701,0.000064,-0.108358,0.106945
beta_loc_4199_pop_0,0.002575,0.001740,-0.102223,0.110747
beta_loc_4200_pop_0,-0.001354,-0.001004,-0.113567,0.101894
beta_loc_4201_pop_0,0.000622,0.000343,-0.105050,0.109013
beta_loc_4202_pop_0,-0.000092,-0.000092,-0.106554,0.105804
beta_loc_4203_pop_0,0.004621,0.002834,-0.098042,0.120079
beta_loc_4204_pop_0,-0.003545,-0.002099,-0.115099,0.100935
beta_loc_4205_pop_0,0.000904,0.000465,-0.104770,0.109835
beta_loc_4206_pop_0,0.000249,0.000195,-0.109108,0.109426
beta_loc_4207_pop_0,0.004840,0.003043,-0.094143,0.117351
beta_loc_4208_pop_0,0.000720,0.000033,-0.105569,0.113033
beta_loc_4209_pop_0,0.000062,0.000076,-0.104314,0.105066
beta_loc_4210_pop_0,-0.000001,0.000078,-0.107612,0.111035
beta_loc_4211_pop_0,-0.000098,0.000099,-0.107076,0.102551
beta_loc_4212_pop_0,-0.000265,0.000317,-0.107603,0.103048
beta_loc_4213_pop_0,0.000564,0.000253,-0.106329,0.107051
beta_loc_4214_pop_0,0.000120,0.000040,-0.105662,0.106708
beta_loc_4215_pop_0,-0.001131,-0.001102,-0.109395,0.105035
beta_loc_4216_pop_0,-0.000287,0.000007,-0.111210,0.103583
beta_loc_4217_pop_0,-0.000716,-0.000478,-0.108458,0.102210
beta_loc_4218_pop_0,0.004575,0.003203,-0.098333,0.114943
beta_loc_4219_pop_0,0.000256,0.000011,-0.107532,0.110268
beta_loc_4220_pop_0,0.000574,0.000156,-0.109030,0.110067
beta_loc_4221_pop_0,-0.000116,-0.000684,-0.103582,0.108556
beta_loc_4222_pop_0,0.000075,0.000268,-0.105065,0.104673
beta_loc_4223_pop_0,-0.000695,-0.000878,-0.103468,0.106490
beta_loc_4224_pop_0,-0.000633,-0.000487,-0.109533,0.105690
beta_loc_4225_pop_0,0.000081,0.000545,-0.108206,0.107349
beta_loc_4226_pop_0,0.000187,0.000223,-0.109373,0.109985
beta_loc_4227_pop_0,-0.001022,-0.000357,-0.109036,0.101700
beta_loc_4228_pop_0,0.000052,-0.000276,-0.107673,0.112620
beta_loc_4229_pop_0,-0.000701,-0.000155,-0.111665,0.105067
beta_loc_4230_pop_0,-0.000475,-0.000571,-0.104023,0.101993
beta_loc_4231_pop_0,0.001221,0.000608,-0.106702,0.112104
beta_loc_4232_pop_0,0.000646,0.000764,-0.106922,0.109443
beta_loc_4233_pop_0,0.000635,0.000262,-0.104521,0.106376
beta_loc_4234_pop_0,0.000024,-0.000291,-0.107553,0.107953
beta_loc_4235_pop_0,0.002889,0.001681,-0.102947,0.117732
beta_loc_4236_pop_0,0.000994,0.000386,-0.104918,0.112781
beta_loc_4237_pop_0,0.001853,0.000335,-0.099898,0.108592
beta_loc_4238_pop_0,0.000391,0.000195,-0.106432,0.105572
beta_loc_4239_pop_0,0.004007,0.001820,-0.096647,0.118965
beta_loc_4240_pop_0,0.000057,-0.000451,-0.104299,0.106327
beta_loc_4241_pop_0,0.001677,0.001260,-0.101595,0.112175
beta_loc_4242_pop_0,0.006755,0.003717,-0.093235,0.127452
beta_loc_4243_pop_0,0.000157,0.000345,-0.104959,0.106106
beta_loc_4244_pop_0,-0.000470,-0.000712,-0.106927,0.106451
beta_loc_4245_pop_0,0.004519,0.002652,-0.096343,0.116946
beta_loc_4246_pop_0,-0.001357,-0.000674,-0.108208,0.102610
beta_loc_4247_pop_0,-0.001293,-0.000710,-0.106392,0.101193
beta_loc_4248_pop_0,-0.000689,-0.000425,-0.108587,0.107044
beta_loc_4249_pop_0,-0.002992,-0.002191,-0.115714,0.103522
beta_loc_4250_pop_0,-0.004168,-0.002716,-0.113040,0.097350
beta_loc_4251_pop_0,0.001770,0.001041,-0.106028,0.112580
beta_loc_4252_pop_0,-0.002285,-0.001561,-0.108037,0.102994
beta_loc_4253_pop_0,-0.001078,-0.001030,-0.107577,0.102305
beta_loc_4254_pop_0,-0.001329,-0.001211,-0.108838,0.104168
beta_loc_4255_pop_0,-0.001355,-0.000434,-0.111203,0.101034
beta_loc_4256_pop_0,-0.002051,-0.001612,-0.110128,0.106176
beta_loc_4257_pop_0,0.000046,0.000117,-0.104343,0.105675
beta_loc_4258_pop_0,-0.000449,0.000264,-0.109914,0.103547
beta_loc_4259_pop_0,0.004360,0.002646,-0.101030,0.116127
beta_loc_4260_pop_0,0.001120,0.000709,-0.103985,0.107872
beta_loc_4261_pop_0,-0.000155,0.000025,-0.104874,0.102865
beta_loc_4262_pop_0,0.000129,-0.000151,-0.109132,0.106689
beta_loc_4263_pop_0,0.000244,-0.000142,-0.103186,0.105970
beta_loc_4264_pop_0,-0.000095,-0.000535,-0.104122,0.109116
beta_loc_4265_pop_0,0.000913,0.000704,-0.107297,0.108757
beta_loc_4266_pop_0,-0.000166,-0.000113,-0.106459,0.103726
beta_loc_4267_pop_0,0.001311,0.000835,-0.102651,0.107168
beta_loc_4268_pop_0,0.000362,-0.000323,-0.109201,0.108588
beta_loc_4269_pop_0,0.000487,0.000632,-0.104364,0.103703
beta_loc_4270_pop_0,-0.000997,-0.001173,-0.107871,0.103540
beta_loc_4271_pop_0,-0.001048,-0.000039,-0.107814,0.101050
beta_loc_4272_pop_0,-0.001305,-0.000624,-0.109667,0.102530
beta_loc_4273_pop_0,0.000346,-0.000068,-0.105667,0.106999
beta_loc_4274_pop_0,0.000334,0.000248,-0.105793,0.108887
beta_loc_4275_pop_0,0.000228,0.000397,-0.104874,0.108988
beta_loc_4276_pop_0,0.000132,0.000223,-0.107781,0.107800
beta_loc_4277_pop_0,0.002493,0.001540,-0.104123,0.114046
beta_loc_4278_pop_0,-0.000379,-0.000121,-0.104481,0.104316
beta_loc_4279_pop_0,0.000269,-0.000616,-0.108657,0.109508
beta_loc_4280_pop_0,0.000210,0.000468,-0.106617,0.106579
beta_loc_4281_pop_0,0.000617,0.000465,-0.104840,0.110980
beta_loc_4282_pop_0,-0.000519,0.000222,-0.106909,0.104092
beta_loc_4283_pop_0,-0.000135,0.000084,-0.104741,0.103339
beta_loc_4284_pop_0,-0.001720,-0.000782,-0.112987,0.104630
beta_loc_4285_pop_0,0.000381,0.000360,-0.106082,0.106147
beta_loc_4286_pop_0,0.000100,0.000113,-0.107212,0.102037
beta_loc_4287_pop_0,-0.000266,0.000031,-0.106704,0.102183
beta_loc_4288_pop_0,-0.000844,-0.000792,-0.108885,0.104936
beta_loc_4289_pop_0,0.000613,0.000319,-0.104152,0.108343
beta_loc_4290_pop_0,0.000538,0.000158,-0.107367,0.113155
beta_loc_4291_pop_0,-0.004781,-0.002864,-0.119326,0.096382
beta_loc_4292_pop_0,-0.001063,-0.000455,-0.109056,0.104430
beta_loc_4293_pop_0,0.000142,-0.000181,-0.106093,0.105962
beta_loc_4294_pop_0,-0.001435,-0.001005,-0.109976,0.105844
beta_loc_4295_pop_0,-0.000351,-0.000152,-0.105445,0.105603
beta_loc_4296_pop_0,0.004410,0.002171,-0.097647,0.118607
beta_loc_4297_pop_0,-0.001284,-0.001024,-0.112352,0.109616
beta_loc_4298_pop_0,-0.000413,-0.000063,-0.107078,0.106973
beta_loc_4299_pop_0,0.000339,0.000655,-0.111706,0.111896
beta_loc_4300_pop_0,-0.000107,-0.000473,-0.105369,0.108674
beta_loc_4301_pop_0,0.002421,0.001940,-0.099907,0.109414
beta_loc_4302_pop_0,-0.002041,-0.001258,-0.114010,0.104713
beta_loc_4303_pop_0,-0.002296,-0.001422,-0.111200,0.100404
beta_loc_4304_pop_0,0.000109,0.000495,-0.104512,0.105841
beta_loc_4305_pop_0,-0.000172,0.000283,-0.107256,0.108640
beta_loc_4306_pop_0,0.000867,0.001137,-0.104631,0.104594
beta_loc_4307_pop_0,-0.003034,-0.001449,-0.115770,0.099606
beta_loc_4308_pop_0,0.000127,0.000427,-0.106710,0.109198
beta_loc_4309_pop_0,-0.003242,-0.002576,-0.110533,0.100084
beta_loc_4310_pop_0,0.000261,-0.000719,-0.103310,0.111455
beta_loc_4311_pop_0,0.004961,0.002803,-0.097881,0.121121
beta_loc_4312_pop_0,0.000048,0.000330,-0.106484,0.108426
beta_loc_4313_pop_0,-0.000535,0.000115,-0.107558,0.107958
beta_loc_4314_pop_0,-0.000254,0.000206,-0.107895,0.104181
beta_loc_4315_pop_0,0.003196,0.002294,-0.099825,0.116528
beta_loc_4316_pop_0,-0.000556,0.000014,-0.110692,0.105310
beta_loc_4317_pop_0,0.000351,-0.000101,-0.107988,0.107571
beta_loc_4318_pop_0,0.000857,0.000397,-0.102627,0.112293
beta_loc_4319_pop_0,0.005145,0.002908,-0.094273,0.124214
beta_loc_4320_pop_0,0.001311,0.000407,-0.101789,0.113216
beta_loc_4321_pop_0,0.000433,0.000351,-0.107188,0.109164
beta_loc_4322_pop_0,-0.000707,-0.000646,-0.108824,0.105974
beta_loc_4323_pop_0,-0.000373,-0.000434,-0.106224,0.104665
beta_loc_4324_pop_0,-0.002178,-0.001306,-0.113289,0.102541
beta_loc_4325_pop_0,-0.000326,-0.000230,-0.109734,0.104054
beta_loc_4326_pop_0,0.000024,-0.000199,-0.105958,0.105134
beta_loc_4327_pop_0,0.004630,0.002473,-0.096013,0.118737
beta_loc_4328_pop_0,-0.000528,-0.000344,-0.107671,0.102718
beta_loc_4329_pop_0,-0.000389,-0.000276,-0.107130,0.108820
beta_loc_4330_pop_0,0.000356,-0.000171,-0.102988,0.107917
beta_loc_4331_pop_0,-0.002945,-0.002568,-0.106968,0.100113
beta_loc_4332_pop_0,-0.000137,0.000203,-0.108840,0.102111
beta_loc_4333_pop_0,-0.000294,-0.000026,-0.106647,0.104823
beta_loc_4334_pop_0,0.001285,0.000608,-0.101912,0.111408
beta_loc_4335_pop_0,-0.001009,-0.000726,-0.111275,0.104490
beta_loc_4336_pop_0,0.000228,-0.000095,-0.107564,0.108236
beta_loc_4337_pop_0,0.000806,0.000553,-0.106280,0.109768
beta_loc_4338_pop_0,-0.000422,-0.000370,-0.106532,0.106067
beta_loc_4339_pop_0,-0.000650,-0.000077,-0.105800,0.104572
beta_loc_4340_pop_0,0.006360,0.003459,-0.090754,0.121554
beta_loc_4341_pop_0,-0.000386,-0.000154,-0.108867,0.103420
beta_loc_4342_pop_0,-0.000754,-0.000747,-0.107029,0.102588
beta_loc_4343_pop_0,0.000243,-0.000213,-0.106609,0.111685
beta_loc_4344_pop_0,0.005842,0.003580,-0.094347,0.122639
beta_loc_4345_pop_0,-0.000316,0.000073,-0.106454,0.102006
beta_loc_4346_pop_0,0.000839,0.000303,-0.102372,0.107067
beta_loc_4347_pop_0,-0.000294,-0.001250,-0.107295,0.108236
beta_loc_4348_pop_0,-0.000582,-0.000794,-0.105137,0.101730
beta_loc_4349_pop_0,0.000121,0.000280,-0.105299,0.105698
beta_loc_4350_pop_0,0.006638,0.003653,-0.093481,0.125472
beta_loc_4351_pop_0,-0.000216,-0.000248,-0.105048,0.103275
beta_loc_4352_pop_0,0.000183,-0.000139,-0.106023,0.107452
beta_loc_4353_pop_0,0.000432,0.000456,-0.101826,0.108697
beta_loc_4354_pop_0,0.000235,0.000176,-0.110814,0.109792
beta_loc_4355_pop_0,0.000622,0.000687,-0.106304,0.109875
beta_loc_4356_pop_0,-0.000412,0.000270,-0.110758,0.104048
beta_loc_4357_pop_0,0.005315,0.002700,-0.093844,0.122598
beta_loc_4358_pop_0,-0.002362,-0.001151,-0.112089,0.101996
beta_loc_4359_pop_0,0.000576,0.000778,-0.106331,0.104978
beta_loc_4360_pop_0,-0.000315,-0.000358,-0.109957,0.109436
beta_loc_4361_pop_0,-0.003911,-0.002069,-0.113871,0.096499
beta_loc_4362_pop_0,-0.001347,-0.000676,-0.108346,0.100506
beta_loc_4363_pop_0,0.000655,-0.000296,-0.103500,0.109454
beta_loc_4364_pop_0,0.002583,0.001646,-0.098329,0.110418
beta_loc_4365_pop_0,0.001063,0.000685,-0.111107,0.109996
beta_loc_4366_pop_0,0.000381,0.000241,-0.105525,0.104398
beta_loc_4367_pop_0,0.003649,0.001899,-0.099598,0.115471
beta_loc_4368_pop_0,-0.000129,0.000286,-0.105544,0.107657
beta_loc_4369_pop_0,-0.001252,-0.000785,-0.114593,0.103666
beta_loc_4370_pop_0,-0.001206,-0.001046,-0.111563,0.104492
beta_loc_4371_pop_0,-0.003509,-0.001909,-0.113689,0.097069
beta_loc_4372_pop_0,-0.002206,-0.001128,-0.112215,0.103100
beta_loc_4373_pop_0,-0.001832,-0.001591,-0.111341,0.104832
beta_loc_4374_pop_0,-0.000302,0.000021,-0.107380,0.105786
beta_loc_4375_pop_0,0.000339,-0.000325,-0.107276,0.110363
beta_loc_4376_pop_0,-0.002769,-0.002166,-0.112915,0.103194
beta_loc_4377_pop_0,-0.000636,-0.000309,-0.109264,0.104720
beta_loc_4378_pop_0,0.001111,0.001428,-0.101549,0.107767
beta_loc_4379_pop_0,0.000537,-0.000121,-0.108182,0.109853
beta_loc_4380_pop_0,0.001622,0.000969,-0.104120,0.113656
beta_loc_4381_pop_0,-0.000161,0.000153,-0.108765,0.109685
beta_loc_4382_pop_0,0.000105,0.000071,-0.104082,0.110831
beta_loc_4383_pop_0,-0.000512,-0.000283,-0.108200,0.101850
beta_loc_4384_pop_0,-0.000309,-0.000082,-0.109176,0.107993
beta_loc_4385_pop_0,-0.000369,-0.000263,-0.105036,0.107052
beta_loc_4386_pop_0,-0.000476,-0.000420,-0.105287,0.106651
beta_loc_4387_pop_0,0.000704,0.000530,-0.105853,0.106478
beta_loc_4388_pop_0,0.001561,0.001019,-0.101952,0.110624
beta_loc_4389_pop_0,-0.000633,0.000396,-0.108887,0.102897
beta_loc_4390_pop_0,-0.000321,-0.000095,-0.108047,0.108554
beta_loc_4391_pop_0,0.000489,0.000651,-0.109579,0.108739
beta_loc_4392_pop_0,-0.001378,-0.000921,-0.114364,0.105212
beta_loc_4393_pop_0,0.001600,0.000903,-0.100269,0.112300
beta_loc_4394_pop_0,-0.000172,-0.000144,-0.106621,0.108697
beta_loc_4395_pop_0,0.000584,0.000633,-0.107733,0.108920
beta_loc_4396_pop_0,-0.001583,-0.001012,-0.110479,0.100765
beta_loc_4397_pop_0,-0.000154,-0.000366,-0.105118,0.106675
beta_loc_4398_pop_0,-0.000502,-0.000802,-0.105259,0.104962
beta_loc_4399_pop_0,-0.000263,-0.000295,-0.106921,0.107092
beta_loc_4400_pop_0,-0.000912,-0.000127,-0.110402,0.102301
beta_loc_4401_pop_0,0.002603,0.001832,-0.097279,0.115084
beta_loc_4402_pop_0,0.000272,-0.000216,-0.104860,0.107904
beta_loc_4403_pop_0,0.000506,0.000556,-0.106340,0.109247
beta_loc_4404_pop_0,-0.000461,-0.000155,-0.110185,0.106384
beta_loc_4405_pop_0,-0.000112,-0.000180,-0.102282,0.108736
beta_loc_4406_pop_0,-0.000722,-0.000708,-0.109149,0.105148
beta_loc_4407_pop_0,-0.000930,-0.000686,-0.115438,0.107825
beta_loc_4408_pop_0,0.000507,0.000470,-0.108549,0.109949
beta_loc_4409_pop_0,0.000348,0.000227,-0.104145,0.104591
beta_loc_4410_pop_0,0.004586,0.002516,-0.095704,0.115962
beta_loc_4411_pop_0,0.000519,0.000617,-0.109535,0.110957
beta_loc_4412_pop_0,0.000586,0.000978,-0.107229,0.104837
beta_loc_4413_pop_0,0.000559,0.000208,-0.102042,0.109752
beta_loc_4414_pop_0,0.000666,0.000852,-0.107103,0.110369
beta_loc_4415_pop_0,0.001249,0.001251,-0.105985,0.109042
beta_loc_4416_pop_0,-0.000975,-0.001112,-0.110920,0.106735
beta_loc_4417_pop_0,0.000462,0.000403,-0.106524,0.108649
beta_loc_4418_pop_0,-0.000335,0.000282,-0.108195,0.106898
beta_loc_4419_pop_0,0.000028,-0.000419,-0.102439,0.106165
beta_loc_4420_pop_0,-0.000664,-0.000594,-0.110760,0.107726
beta_loc_4421_pop_0,0.000747,0.000512,-0.105172,0.109977
beta_loc_4422_pop_0,0.003861,0.002052,-0.096603,0.113467
beta_loc_4423_pop_0,0.000809,0.000278,-0.101926,0.109899
beta_loc_4424_pop_0,0.000143,0.000285,-0.106697,0.105065
beta_loc_4425_pop_0,-0.001142,-0.000995,-0.106259,0.107374
beta_loc_4426_pop_0,0.004203,0.003315,-0.098194,0.116172
beta_loc_4427_pop_0,0.002724,0.001615,-0.101818,0.111072
beta_loc_4428_pop_0,0.000225,0.000002,-0.105802,0.106123
beta_loc_4429_pop_0,-0.002567,-0.001282,-0.113760,0.100746
beta_loc_4430_pop_0,0.000346,0.000549,-0.107582,0.112409
beta_loc_4431_pop_0,0.000134,0.000325,-0.107703,0.107900
beta_loc_4432_pop_0,-0.003854,-0.002203,-0.120295,0.095400
beta_loc_4433_pop_0,0.000523,0.000176,-0.103869,0.107745
beta_loc_4434_pop_0,-0.000153,0.000116,-0.109422,0.106211
beta_loc_4435_pop_0,-0.000740,-0.000105,-0.112329,0.105535
beta_loc_4436_pop_0,0.004595,0.002997,-0.096909,0.115191
beta_loc_4437_pop_0,-0.000094,0.000677,-0.108061,0.103033
beta_loc_4438_pop_0,0.004036,0.002223,-0.097375,0.122531
beta_loc_4439_pop_0,-0.000164,-0.000282,-0.108548,0.108094
beta_loc_4440_pop_0,0.000373,0.000147,-0.105124,0.108590
beta_loc_4441_pop_0,-0.002840,-0.002243,-0.113010,0.100195
beta_loc_4442_pop_0,-0.000779,-0.000572,-0.109150,0.107681
beta_loc_4443_pop_0,0.001010,0.000807,-0.102198,0.107939
beta_loc_4444_pop_0,0.000766,0.000493,-0.104505,0.108404
beta_loc_4445_pop_0,-0.002355,-0.001609,-0.114562,0.105902
beta_loc_4446_pop_0,0.000522,0.000264,-0.104631,0.106025
beta_loc_4447_pop_0,0.000640,0.000357,-0.107442,0.108348
beta_loc_4448_pop_0,0.000155,0.000379,-0.106201,0.108632
beta_loc_4449_pop_0,-0.000008,-0.000507,-0.107958,0.107367
beta_loc_4450_pop_0,0.000874,0.000358,-0.108426,0.109974
beta_loc_4451_pop_0,-0.002737,-0.001819,-0.114776,0.103748
beta_loc_4452_pop_0,0.001412,0.000464,-0.104016,0.112277
beta_loc_4453_pop_0,-0.000029,0.000093,-0.102215,0.102130
beta_loc_4454_pop_0,0.001439,0.001023,-0.101846,0.109595
beta_loc_4455_pop_0,-0.000380,-0.000421,-0.105503,0.107937
beta_loc_4456_pop_0,-0.000826,-0.001034,-0.105648,0.109798
beta_loc_4457_pop_0,0.000391,0.000031,-0.106408,0.109243
beta_loc_4458_pop_0,0.000450,0.000342,-0.104981,0.111115
beta_loc_4459_pop_0,0.000181,0.000071,-0.107301,0.104648
beta_loc_4460_pop_0,0.003264,0.001898,-0.101306,0.112895
beta_loc_4461_pop_0,-0.000413,-0.000277,-0.108835,0.105353
beta_loc_4462_pop_0,-0.001440,-0.001109,-0.115424,0.104073
beta_loc_4463_pop_0,-0.000269,-0.000612,-0.106578,0.105495
beta_loc_4464_pop_0,0.000066,0.000030,-0.106372,0.110643
beta_loc_4465_pop_0,0.000639,0.000637,-0.106518,0.109351
beta_loc_4466_pop_0,-0.000262,-0.000367,-0.107852,0.105551
beta_loc_4467_pop_0,-0.000315,-0.000301,-0.107258,0.107500
beta_loc_4468_pop_0,-0.000269,-0.000135,-0.108067,0.104952
beta_loc_4469_pop_0,0.004686,0.002492,-0.096839,0.117983
beta_loc_4470_pop_0,0.000411,0.000101,-0.106859,0.107161
beta_loc_4471_pop_0,0.000434,0.000568,-0.106661,0.108163
beta_loc_4472_pop_0,0.000080,-0.000064,-0.107926,0.108305
beta_loc_4473_pop_0,0.000509,0.001057,-0.105043,0.104212
beta_loc_4474_pop_0,0.001678,0.001238,-0.105731,0.111811
beta_loc_4475_pop_0,-0.000699,-0.000796,-0.104231,0.105643
beta_loc_4476_pop_0,-0.001705,-0.000718,-0.115922,0.102136
beta_loc_4477_pop_0,0.000396,-0.000155,-0.105785,0.111511
beta_loc_4478_pop_0,0.001309,0.000744,-0.105569,0.107840
beta_loc_4479_pop_0,0.001570,0.000420,-0.103435,0.112664
beta_loc_4480_pop_0,0.001062,0.000516,-0.102642,0.110356
beta_loc_4481_pop_0,0.001092,0.000672,-0.103380,0.108215
beta_loc_4482_pop_0,0.000351,0.000537,-0.107954,0.108442
beta_loc_4483_pop_0,0.001687,0.000700,-0.100309,0.109474
beta_loc_4484_pop_0,-0.000910,-0.001214,-0.107847,0.102853
beta_loc_4485_pop_0,-0.000061,-0.000335,-0.108560,0.108385
beta_loc_4486_pop_0,-0.000897,-0.000389,-0.110690,0.106507
beta_loc_4487_pop_0,-0.005756,-0.004191,-0.117812,0.093638
beta_loc_4488_pop_0,0.000234,0.000482,-0.110421,0.107729
beta_loc_4489_pop_0,0.005565,0.002840,-0.093885,0.119090
beta_loc_4490_pop_0,0.000064,0.000357,-0.109562,0.106742
beta_loc_4491_pop_0,0.000295,-0.000069,-0.107068,0.112104
beta_loc_4492_pop_0,-0.000682,-0.000340,-0.109226,0.105068
beta_loc_4493_pop_0,0.000737,0.000514,-0.108618,0.108458
beta_loc_4494_pop_0,0.003806,0.002024,-0.097123,0.115789
beta_loc_4495_pop_0,0.002237,0.001302,-0.098773,0.110020
beta_loc_4496_pop_0,0.000049,-0.000856,-0.102973,0.106789
beta_loc_4497_pop_0,-0.001227,-0.000771,-0.109760,0.103860
beta_loc_4498_pop_0,-0.001087,-0.000760,-0.110068,0.101451
beta_loc_4499_pop_0,-0.002359,-0.001474,-0.109851,0.102187
beta_loc_4500_pop_0,-0.000021,-0.000459,-0.103175,0.108671
beta_loc_4501_pop_0,-0.001918,-0.001051,-0.113490,0.103308
beta_loc_4502_pop_0,0.000653,-0.000262,-0.100023,0.107800
beta_loc_4503_pop_0,-0.001044,-0.000815,-0.107857,0.103780
beta_loc_4504_pop_0,0.003646,0.002831,-0.099512,0.114954
beta_loc_4505_pop_0,-0.001406,-0.000407,-0.112820,0.101231
beta_loc_4506_pop_0,0.000913,0.000452,-0.104856,0.110584
beta_loc_4507_pop_0,-0.000296,-0.000255,-0.109638,0.102641
beta_loc_4508_pop_0,-0.000586,-0.000513,-0.108230,0.102266
beta_loc_4509_pop_0,-0.001009,-0.000529,-0.114269,0.104603
beta_loc_4510_pop_0,-0.000436,-0.000264,-0.106800,0.101850
beta_loc_4511_pop_0,0.000111,-0.000114,-0.111072,0.106511
beta_loc_4512_pop_0,0.000140,0.000118,-0.107276,0.108479
beta_loc_4513_pop_0,-0.001027,-0.000595,-0.107995,0.105624
beta_loc_4514_pop_0,0.004685,0.002442,-0.095870,0.122232
beta_loc_4515_pop_0,-0.000436,-0.000318,-0.106179,0.108691
beta_loc_4516_pop_0,-0.000397,0.000083,-0.112016,0.104280
beta_loc_4517_pop_0,-0.001025,-0.001295,-0.106008,0.106182
beta_loc_4518_pop_0,0.000041,0.000231,-0.107815,0.107050
beta_loc_4519_pop_0,0.001161,0.000185,-0.103802,0.111070
beta_loc_4520_pop_0,0.000404,0.000175,-0.105512,0.111204
beta_loc_4521_pop_0,0.000433,0.000371,-0.114052,0.106939
beta_loc_4522_pop_0,-0.000177,-0.000441,-0.103898,0.107653
beta_loc_4523_pop_0,0.000552,0.000454,-0.108455,0.105875
beta_loc_4524_pop_0,0.001540,0.000712,-0.106320,0.109500
beta_loc_4525_pop_0,-0.006187,-0.003879,-0.121453,0.093491
beta_loc_4526_pop_0,0.000318,0.000820,-0.104306,0.103527
